id,Latitude,Longitude,NumberOfStories,YearBuilt,OccupancyClass,PlanArea,StructureType,Footprint
443,61.21390455,-149.8923206,1,1944,RES1,2311,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.892445,61.213880],[-149.892448,61.213771],[-149.892211,61.213770],[-149.892208,61.213878],[-149.892445,61.213880]]]},""properties"":{}}"
444,61.21390463,-149.8926053,1,1940,COM4,2140,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.892680,61.213802],[-149.892539,61.213805],[-149.892548,61.213890],[-149.892690,61.213887],[-149.892680,61.213802]]]},""properties"":{}}"
445,61.2139047,-149.89289,1,1936,COM4,1400,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.892936,61.213874],[-149.892936,61.213786],[-149.892797,61.213786],[-149.892797,61.213874],[-149.892936,61.213874]]]},""properties"":{}}"
446,61.21390432,-149.8931737,1,1970,COM1,2352,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.893143,61.213714],[-149.893143,61.213803],[-149.893067,61.213803],[-149.893067,61.213886],[-149.893287,61.213886],[-149.893287,61.213714],[-149.893143,61.213714]]]},""properties"":{}}"
447,61.21390467,-149.8940859,1,1939,COM1,1828,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.893993,61.213869],[-149.894165,61.213869],[-149.894165,61.213775],[-149.893993,61.213775],[-149.893993,61.213869]]]},""properties"":{}}"
448,61.21390507,-149.8943706,2,1963,RES3,10785,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.894263,61.213708],[-149.894270,61.214023],[-149.894486,61.214022],[-149.894479,61.213707],[-149.894263,61.213708]]]},""properties"":{}}"
449,61.21390547,-149.8946532,1,1942,COM4,1872,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.894789,61.213874],[-149.894791,61.213788],[-149.894582,61.213787],[-149.894580,61.213873],[-149.894789,61.213874]]]},""properties"":{}}"
450,61.21390541,-149.8949369,2,1962,RES3,5136,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.895071,61.213710],[-149.894886,61.213710],[-149.894886,61.213996],[-149.895071,61.213996],[-149.895071,61.213710]]]},""properties"":{}}"
451,61.21434416,-149.8952039,3,1969,COM4,20044,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.895290,61.214708],[-149.895087,61.214705],[-149.895075,61.214680],[-149.894969,61.214670],[-149.894967,61.214702],[-149.894897,61.214711],[-149.894909,61.214734],[-149.894907,61.214758],[-149.894940,61.214823],[-149.894937,61.214870],[-149.894948,61.214894],[-149.895001,61.214895],[-149.895050,61.214989],[-149.895050,61.214993],[-149.895024,61.214996],[-149.895023,61.215018],[-149.895048,61.215015],[-149.895200,61.215018],[-149.895212,61.215042],[-149.895208,61.215099],[-149.895181,61.215102],[-149.895206,61.215152],[-149.895263,61.215145],[-149.895290,61.214708]]]},""properties"":{}}"
452,61.21434313,-149.8946406,3,1961,RES4,18204,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.894777,61.214162],[-149.894539,61.214162],[-149.894537,61.214469],[-149.894774,61.214469],[-149.894777,61.214162]]]},""properties"":{}}"
453,61.21434258,-149.8928908,3,1975,COM4,29520,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.893300,61.214135],[-149.893117,61.214136],[-149.893119,61.214209],[-149.892983,61.214210],[-149.892981,61.214138],[-149.892811,61.214139],[-149.892820,61.214489],[-149.893309,61.214486],[-149.893300,61.214135]]]},""properties"":{}}"
454,61.21488809,-149.8923244,2,1961,COM4,10896,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.893200,61.215361],[-149.893196,61.215281],[-149.893174,61.215245],[-149.893196,61.215242],[-149.893194,61.215024],[-149.892989,61.215027],[-149.892965,61.214988],[-149.892883,61.214989],[-149.892884,61.215012],[-149.892790,61.215014],[-149.892691,61.215028],[-149.892483,61.215030],[-149.892466,61.215033],[-149.892449,61.214700],[-149.892205,61.214703],[-149.892217,61.214925],[-149.892267,61.215007],[-149.892350,61.215006],[-149.892370,61.215040],[-149.892371,61.215050],[-149.892479,61.215048],[-149.892520,61.215116],[-149.892666,61.215135],[-149.892679,61.215373],[-149.893161,61.215367],[-149.893200,61.215361]]]},""properties"":{}}"
455,61.21488822,-149.8930332,2,1956,COM4,12241,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.893200,61.215361],[-149.893196,61.215281],[-149.893174,61.215245],[-149.893196,61.215242],[-149.893194,61.215024],[-149.892989,61.215027],[-149.892965,61.214988],[-149.892883,61.214989],[-149.892884,61.215012],[-149.892790,61.215014],[-149.892691,61.215028],[-149.892483,61.215030],[-149.892466,61.215033],[-149.892449,61.214700],[-149.892205,61.214703],[-149.892217,61.214925],[-149.892267,61.215007],[-149.892350,61.215006],[-149.892370,61.215040],[-149.892371,61.215050],[-149.892479,61.215048],[-149.892520,61.215116],[-149.892666,61.215135],[-149.892679,61.215373],[-149.893161,61.215367],[-149.893200,61.215361]]]},""properties"":{}}"
456,61.2158742,-149.8952172,4,1968,COM4,25706,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.895360,61.215803],[-149.895089,61.215804],[-149.895092,61.216033],[-149.895363,61.216032],[-149.895360,61.215803]]]},""properties"":{}}"
457,61.21631303,-149.8940829,1,1953,COM1,4872,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.894006,61.216181],[-149.894218,61.216181],[-149.894218,61.216128],[-149.894006,61.216128],[-149.894006,61.216181]]]},""properties"":{}}"
458,61.21631221,-149.8938002,2,1965,COM4,16306,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.893654,61.216453],[-149.893948,61.216453],[-149.893946,61.216092],[-149.893652,61.216092],[-149.893654,61.216453]]]},""properties"":{}}"
459,61.21631245,-149.8924598,2,1970,COM4,24869,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.891627,61.216453],[-149.892185,61.216456],[-149.892190,61.216225],[-149.892447,61.216226],[-149.892448,61.216182],[-149.892564,61.216037],[-149.892564,61.216037],[-149.892582,61.216013],[-149.893142,61.216016],[-149.893143,61.215951],[-149.893255,61.215952],[-149.893258,61.215788],[-149.892829,61.215694],[-149.892801,61.215693],[-149.892750,61.215684],[-149.892751,61.215651],[-149.892707,61.215643],[-149.891759,61.215638],[-149.891758,61.215705],[-149.891642,61.215704],[-149.891627,61.216453]]]},""properties"":{}}"
460,61.21631164,-149.8920369,2,1966,COM1,12170,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.891627,61.216453],[-149.892185,61.216456],[-149.892190,61.216225],[-149.892447,61.216226],[-149.892448,61.216182],[-149.892564,61.216037],[-149.892564,61.216037],[-149.892582,61.216013],[-149.893142,61.216016],[-149.893143,61.215951],[-149.893255,61.215952],[-149.893258,61.215788],[-149.892829,61.215694],[-149.892801,61.215693],[-149.892750,61.215684],[-149.892751,61.215651],[-149.892707,61.215643],[-149.891759,61.215638],[-149.891758,61.215705],[-149.891642,61.215704],[-149.891627,61.216453]]]},""properties"":{}}"
461,61.2163125,-149.8917541,2,1962,COM4,12852,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.891627,61.216453],[-149.892185,61.216456],[-149.892190,61.216225],[-149.892447,61.216226],[-149.892448,61.216182],[-149.892564,61.216037],[-149.892564,61.216037],[-149.892582,61.216013],[-149.893142,61.216016],[-149.893143,61.215951],[-149.893255,61.215952],[-149.893258,61.215788],[-149.892829,61.215694],[-149.892801,61.215693],[-149.892750,61.215684],[-149.892751,61.215651],[-149.892707,61.215643],[-149.891759,61.215638],[-149.891758,61.215705],[-149.891642,61.215704],[-149.891627,61.216453]]]},""properties"":{}}"
462,61.21434317,-149.8939461,1,1979,COM4,11154,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.893686,61.214317],[-149.893683,61.214488],[-149.894234,61.214490],[-149.894237,61.214320],[-149.893686,61.214317]]]},""properties"":{}}"
463,61.21532565,-149.8928904,20,1982,COM4,337115,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.893200,61.215361],[-149.893196,61.215281],[-149.893174,61.215245],[-149.893196,61.215242],[-149.893194,61.215024],[-149.892989,61.215027],[-149.892965,61.214988],[-149.892883,61.214989],[-149.892884,61.215012],[-149.892790,61.215014],[-149.892691,61.215028],[-149.892483,61.215030],[-149.892466,61.215033],[-149.892449,61.214700],[-149.892205,61.214703],[-149.892217,61.214925],[-149.892267,61.215007],[-149.892350,61.215006],[-149.892370,61.215040],[-149.892371,61.215050],[-149.892479,61.215048],[-149.892520,61.215116],[-149.892666,61.215135],[-149.892679,61.215373],[-149.893161,61.215367],[-149.893200,61.215361]]]},""properties"":{}}"
464,61.21631213,-149.8930293,2,1950,COM1,16308,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.893257,61.216452],[-149.893256,61.216381],[-149.893221,61.216381],[-149.893220,61.216259],[-149.892867,61.216260],[-149.892870,61.216453],[-149.893257,61.216452]]]},""properties"":{}}"
465,61.21575066,-149.8940149,1,1955,COM1,2688,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.894843,61.214679],[-149.894130,61.214682],[-149.894130,61.214700],[-149.893943,61.214701],[-149.893942,61.214669],[-149.893654,61.214670],[-149.893664,61.215174],[-149.893807,61.215173],[-149.893812,61.215426],[-149.893930,61.215426],[-149.893931,61.215452],[-149.895069,61.215446],[-149.895068,61.215377],[-149.893938,61.215382],[-149.893932,61.215098],[-149.894004,61.215097],[-149.894004,61.215083],[-149.894066,61.215083],[-149.894070,61.215293],[-149.894856,61.215290],[-149.894843,61.214679]]]},""properties"":{}}"
466,61.21631218,-149.8949302,8,1962,COM4,145263,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.894335,61.216143],[-149.894333,61.216434],[-149.895357,61.216436],[-149.895360,61.216147],[-149.895065,61.216147],[-149.895065,61.216099],[-149.894810,61.216098],[-149.894810,61.216144],[-149.894335,61.216143]]]},""properties"":{}}"
467,61.21532992,-149.8971155,6,1972,COM4,46328,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.895973,61.214696],[-149.895996,61.214901],[-149.896022,61.214917],[-149.896025,61.214942],[-149.896256,61.214936],[-149.896321,61.214913],[-149.896864,61.214899],[-149.896911,61.214882],[-149.896907,61.214847],[-149.897132,61.214842],[-149.897128,61.214807],[-149.897186,61.214805],[-149.897243,61.214785],[-149.897276,61.214806],[-149.897281,61.214851],[-149.897366,61.214849],[-149.897350,61.214698],[-149.897195,61.214702],[-149.897191,61.214668],[-149.897133,61.214670],[-149.896993,61.214721],[-149.896902,61.214724],[-149.896775,61.214643],[-149.896774,61.214636],[-149.896555,61.214642],[-149.896559,61.214681],[-149.895973,61.214696]]]},""properties"":{}}"
468,61.21506841,-149.8964259,22,1982,COM4,435072,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.895973,61.214696],[-149.895996,61.214901],[-149.896022,61.214917],[-149.896025,61.214942],[-149.896256,61.214936],[-149.896321,61.214913],[-149.896864,61.214899],[-149.896911,61.214882],[-149.896907,61.214847],[-149.897132,61.214842],[-149.897128,61.214807],[-149.897186,61.214805],[-149.897243,61.214785],[-149.897276,61.214806],[-149.897281,61.214851],[-149.897366,61.214849],[-149.897350,61.214698],[-149.897195,61.214702],[-149.897191,61.214668],[-149.897133,61.214670],[-149.896993,61.214721],[-149.896902,61.214724],[-149.896775,61.214643],[-149.896774,61.214636],[-149.896555,61.214642],[-149.896559,61.214681],[-149.895973,61.214696]]]},""properties"":{}}"
469,61.21390631,-149.8965503,1,1968,COM4,24689,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.895734,61.214046],[-149.896238,61.214047],[-149.896238,61.214001],[-149.896564,61.214001],[-149.896564,61.214053],[-149.896726,61.214053],[-149.896727,61.213928],[-149.896668,61.213928],[-149.896669,61.213850],[-149.897312,61.213852],[-149.897313,61.213812],[-149.897278,61.213812],[-149.897278,61.213792],[-149.896731,61.213791],[-149.896731,61.213761],[-149.896180,61.213760],[-149.896180,61.213729],[-149.895736,61.213729],[-149.895734,61.214046]]]},""properties"":{}}"
470,61.21510749,-149.8945196,3,2008,COM1,199186,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.894843,61.214679],[-149.894130,61.214682],[-149.894130,61.214700],[-149.893943,61.214701],[-149.893942,61.214669],[-149.893654,61.214670],[-149.893664,61.215174],[-149.893807,61.215173],[-149.893812,61.215426],[-149.893930,61.215426],[-149.893931,61.215452],[-149.895069,61.215446],[-149.895068,61.215377],[-149.893938,61.215382],[-149.893932,61.215098],[-149.894004,61.215097],[-149.894004,61.215083],[-149.894066,61.215083],[-149.894070,61.215293],[-149.894856,61.215290],[-149.894843,61.214679]]]},""properties"":{}}"
471,61.2138939,-149.8692885,1,1983,COM4,1600,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.869403,61.213754],[-149.869148,61.213755],[-149.869150,61.213891],[-149.869405,61.213890],[-149.869403,61.213754]]]},""properties"":{}}"
472,61.21389664,-149.8797791,1,1968,RES3,5356,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.879919,61.214016],[-149.879920,61.213802],[-149.879654,61.213802],[-149.879654,61.214016],[-149.879919,61.214016]]]},""properties"":{}}"
473,61.21389664,-149.8797791,1,1968,RES3,1802,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.879919,61.214016],[-149.879920,61.213802],[-149.879654,61.213802],[-149.879654,61.214016],[-149.879919,61.214016]]]},""properties"":{}}"
474,61.21389664,-149.8797791,1,1968,RES3,899,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.879919,61.214016],[-149.879920,61.213802],[-149.879654,61.213802],[-149.879654,61.214016],[-149.879919,61.214016]]]},""properties"":{}}"
475,61.21433662,-149.8818304,1,1948,RES1,1140,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.881773,61.214214],[-149.881773,61.214304],[-149.881915,61.214304],[-149.881915,61.214214],[-149.881773,61.214214]]]},""properties"":{}}"
476,61.21433798,-149.8806305,1,1940,RES1,1020,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.881016,61.213851],[-149.880850,61.213852],[-149.880852,61.213940],[-149.880667,61.213942],[-149.880669,61.213998],[-149.880661,61.213998],[-149.880662,61.214038],[-149.881021,61.214036],[-149.881016,61.213851]]]},""properties"":{}}"
477,61.21433693,-149.8803468,1,1942,RES3,650,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.881016,61.213851],[-149.880850,61.213852],[-149.880852,61.213940],[-149.880667,61.213942],[-149.880669,61.213998],[-149.880661,61.213998],[-149.880662,61.214038],[-149.881021,61.214036],[-149.881016,61.213851]]]},""properties"":{}}"
478,61.21433469,-149.8795018,2,1970,COM4,11000,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.879612,61.214142],[-149.879353,61.214142],[-149.879356,61.214479],[-149.879614,61.214479],[-149.879612,61.214142]]]},""properties"":{}}"
479,61.21532063,-149.8820962,1,1965,COM4,1870,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.883076,61.215105],[-149.882255,61.215101],[-149.882253,61.215215],[-149.881974,61.215213],[-149.881973,61.215286],[-149.882080,61.215287],[-149.882080,61.215313],[-149.883072,61.215318],[-149.883076,61.215105]]]},""properties"":{}}"
480,61.21532044,-149.8815349,1,1940,RES3,1584,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.881637,61.215261],[-149.881636,61.215161],[-149.881449,61.215161],[-149.881449,61.215259],[-149.881482,61.215259],[-149.881482,61.215287],[-149.881580,61.215287],[-149.881580,61.215261],[-149.881637,61.215261]]]},""properties"":{}}"
481,61.21518273,-149.8809132,1,1958,RES1,829,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.881024,61.215214],[-149.881024,61.215122],[-149.880826,61.215122],[-149.880826,61.215214],[-149.881024,61.215214]]]},""properties"":{}}"
482,61.21530572,-149.8809123,1,1940,COM4,867,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.880976,61.215289],[-149.880976,61.215233],[-149.880804,61.215233],[-149.880804,61.215327],[-149.881006,61.215327],[-149.881006,61.215289],[-149.880976,61.215289]]]},""properties"":{}}"
483,61.21544302,-149.8809124,1,1940,RES1,574,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.881014,61.215366],[-149.880821,61.215366],[-149.880821,61.215433],[-149.881014,61.215433],[-149.881014,61.215366]]]},""properties"":{}}"
484,61.21531994,-149.8806299,2,1965,RES3,8040,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.880976,61.215289],[-149.880976,61.215233],[-149.880804,61.215233],[-149.880804,61.215327],[-149.881006,61.215327],[-149.881006,61.215289],[-149.880976,61.215289]]]},""properties"":{}}"
485,61.21389703,-149.8806332,3,1977,RES3,29520,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.881016,61.213851],[-149.880850,61.213852],[-149.880852,61.213940],[-149.880667,61.213942],[-149.880669,61.213998],[-149.880661,61.213998],[-149.880662,61.214038],[-149.881021,61.214036],[-149.881016,61.213851]]]},""properties"":{}}"
486,61.21390047,-149.8826753,1,1963,RES3,880,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.882553,61.213751],[-149.882559,61.214048],[-149.882747,61.214047],[-149.882741,61.213750],[-149.882553,61.213751]]]},""properties"":{}}"
487,61.21390047,-149.8826753,1,1963,RES3,880,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.882553,61.213751],[-149.882559,61.214048],[-149.882747,61.214047],[-149.882741,61.213750],[-149.882553,61.213751]]]},""properties"":{}}"
488,61.21390047,-149.8826753,1,1963,RES3,880,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.882553,61.213751],[-149.882559,61.214048],[-149.882747,61.214047],[-149.882741,61.213750],[-149.882553,61.213751]]]},""properties"":{}}"
489,61.21390047,-149.8826753,1,1963,RES3,880,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.882553,61.213751],[-149.882559,61.214048],[-149.882747,61.214047],[-149.882741,61.213750],[-149.882553,61.213751]]]},""properties"":{}}"
490,61.21390047,-149.8826753,1,1963,RES3,880,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.882553,61.213751],[-149.882559,61.214048],[-149.882747,61.214047],[-149.882741,61.213750],[-149.882553,61.213751]]]},""properties"":{}}"
491,61.21390047,-149.8826753,1,1963,RES3,880,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.882553,61.213751],[-149.882559,61.214048],[-149.882747,61.214047],[-149.882741,61.213750],[-149.882553,61.213751]]]},""properties"":{}}"
492,61.21390047,-149.8826753,1,1963,RES3,880,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.882553,61.213751],[-149.882559,61.214048],[-149.882747,61.214047],[-149.882741,61.213750],[-149.882553,61.213751]]]},""properties"":{}}"
493,61.21390047,-149.8826753,1,1963,RES3,1781,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.882553,61.213751],[-149.882559,61.214048],[-149.882747,61.214047],[-149.882741,61.213750],[-149.882553,61.213751]]]},""properties"":{}}"
494,61.21390047,-149.8826753,1,1963,RES3,880,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.882553,61.213751],[-149.882559,61.214048],[-149.882747,61.214047],[-149.882741,61.213750],[-149.882553,61.213751]]]},""properties"":{}}"
495,61.21390047,-149.8826753,1,1963,RES3,1780,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.882553,61.213751],[-149.882559,61.214048],[-149.882747,61.214047],[-149.882741,61.213750],[-149.882553,61.213751]]]},""properties"":{}}"
496,61.21390047,-149.8826753,1,1963,RES3,880,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.882553,61.213751],[-149.882559,61.214048],[-149.882747,61.214047],[-149.882741,61.213750],[-149.882553,61.213751]]]},""properties"":{}}"
497,61.21390047,-149.8826753,1,1963,RES3,880,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.882553,61.213751],[-149.882559,61.214048],[-149.882747,61.214047],[-149.882741,61.213750],[-149.882553,61.213751]]]},""properties"":{}}"
498,61.21389823,-149.8816837,2,1974,COM4,12326,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.881710,61.213709],[-149.881425,61.213708],[-149.881422,61.214040],[-149.881708,61.214041],[-149.881710,61.213709]]]},""properties"":{}}"
499,61.21482697,-149.8809137,3,1979,COM4,9715,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.881024,61.215214],[-149.881024,61.215122],[-149.880826,61.215122],[-149.880826,61.215214],[-149.881024,61.215214]]]},""properties"":{}}"
500,61.21482697,-149.8809137,3,1979,RES3,4941,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.881024,61.215214],[-149.881024,61.215122],[-149.880826,61.215122],[-149.880826,61.215214],[-149.881024,61.215214]]]},""properties"":{}}"
501,61.21482697,-149.8809137,3,1979,RES3,3823,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.881024,61.215214],[-149.881024,61.215122],[-149.880826,61.215122],[-149.880826,61.215214],[-149.881024,61.215214]]]},""properties"":{}}"
502,61.21482697,-149.8809137,3,1979,RES3,4941,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.881024,61.215214],[-149.881024,61.215122],[-149.880826,61.215122],[-149.880826,61.215214],[-149.881024,61.215214]]]},""properties"":{}}"
503,61.21482697,-149.8809137,3,1979,RES3,3823,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.881024,61.215214],[-149.881024,61.215122],[-149.880826,61.215122],[-149.880826,61.215214],[-149.881024,61.215214]]]},""properties"":{}}"
504,61.21433692,-149.882684,4,2002,RES4,48267,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.883051,61.214118],[-149.882247,61.214118],[-149.882247,61.214389],[-149.882419,61.214389],[-149.882418,61.214491],[-149.882615,61.214491],[-149.882616,61.214302],[-149.883050,61.214303],[-149.883051,61.214118]]]},""properties"":{}}"
505,61.21531949,-149.8799218,1,2005,RES3,1414,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.879413,61.215168],[-149.879411,61.215222],[-149.879371,61.215222],[-149.879368,61.215298],[-149.879523,61.215300],[-149.879521,61.215362],[-149.879578,61.215362],[-149.879578,61.215377],[-149.880235,61.215383],[-149.880239,61.215283],[-149.880345,61.215284],[-149.880344,61.215300],[-149.880407,61.215301],[-149.880410,61.215218],[-149.880373,61.215217],[-149.880375,61.215177],[-149.879413,61.215168]]]},""properties"":{}}"
506,61.21531949,-149.8799218,1,2005,RES3,1422,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.879413,61.215168],[-149.879411,61.215222],[-149.879371,61.215222],[-149.879368,61.215298],[-149.879523,61.215300],[-149.879521,61.215362],[-149.879578,61.215362],[-149.879578,61.215377],[-149.880235,61.215383],[-149.880239,61.215283],[-149.880345,61.215284],[-149.880344,61.215300],[-149.880407,61.215301],[-149.880410,61.215218],[-149.880373,61.215217],[-149.880375,61.215177],[-149.879413,61.215168]]]},""properties"":{}}"
507,61.21531949,-149.8799218,1,2005,RES3,1426,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.879413,61.215168],[-149.879411,61.215222],[-149.879371,61.215222],[-149.879368,61.215298],[-149.879523,61.215300],[-149.879521,61.215362],[-149.879578,61.215362],[-149.879578,61.215377],[-149.880235,61.215383],[-149.880239,61.215283],[-149.880345,61.215284],[-149.880344,61.215300],[-149.880407,61.215301],[-149.880410,61.215218],[-149.880373,61.215217],[-149.880375,61.215177],[-149.879413,61.215168]]]},""properties"":{}}"
508,61.21531949,-149.8799218,1,2005,RES3,1441,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.879413,61.215168],[-149.879411,61.215222],[-149.879371,61.215222],[-149.879368,61.215298],[-149.879523,61.215300],[-149.879521,61.215362],[-149.879578,61.215362],[-149.879578,61.215377],[-149.880235,61.215383],[-149.880239,61.215283],[-149.880345,61.215284],[-149.880344,61.215300],[-149.880407,61.215301],[-149.880410,61.215218],[-149.880373,61.215217],[-149.880375,61.215177],[-149.879413,61.215168]]]},""properties"":{}}"
509,61.21531949,-149.8799218,1,2005,RES3,1796,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.879413,61.215168],[-149.879411,61.215222],[-149.879371,61.215222],[-149.879368,61.215298],[-149.879523,61.215300],[-149.879521,61.215362],[-149.879578,61.215362],[-149.879578,61.215377],[-149.880235,61.215383],[-149.880239,61.215283],[-149.880345,61.215284],[-149.880344,61.215300],[-149.880407,61.215301],[-149.880410,61.215218],[-149.880373,61.215217],[-149.880375,61.215177],[-149.879413,61.215168]]]},""properties"":{}}"
510,61.21531949,-149.8799218,1,2005,RES3,1800,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.879413,61.215168],[-149.879411,61.215222],[-149.879371,61.215222],[-149.879368,61.215298],[-149.879523,61.215300],[-149.879521,61.215362],[-149.879578,61.215362],[-149.879578,61.215377],[-149.880235,61.215383],[-149.880239,61.215283],[-149.880345,61.215284],[-149.880344,61.215300],[-149.880407,61.215301],[-149.880410,61.215218],[-149.880373,61.215217],[-149.880375,61.215177],[-149.879413,61.215168]]]},""properties"":{}}"
511,61.21531949,-149.8799218,1,2005,RES3,1804,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.879413,61.215168],[-149.879411,61.215222],[-149.879371,61.215222],[-149.879368,61.215298],[-149.879523,61.215300],[-149.879521,61.215362],[-149.879578,61.215362],[-149.879578,61.215377],[-149.880235,61.215383],[-149.880239,61.215283],[-149.880345,61.215284],[-149.880344,61.215300],[-149.880407,61.215301],[-149.880410,61.215218],[-149.880373,61.215217],[-149.880375,61.215177],[-149.879413,61.215168]]]},""properties"":{}}"
