id,Latitude,Longitude,ReplacementCost,PlanArea,YearBuilt,NumberOfStories,OccupancyClass,StructureType,Footprint
1427,37.8786921,-122.2622331,3479000,17395,1948,3,RES3,W2,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.262381,37.878538],[-122.262204,37.878556],[-122.262204,37.878555],[-122.262102,37.878565],[-122.262109,37.878606],[-122.262055,37.878612],[-122.262095,37.878868],[-122.262256,37.878852],[-122.262243,37.878771],[-122.262424,37.878753],[-122.262428,37.878778],[-122.262478,37.878774],[-122.262468,37.878709],[-122.262415,37.878714],[-122.262408,37.878669],[-122.262374,37.878672],[-122.262366,37.878624],[-122.262394,37.878621],[-122.262381,37.878538]]]},""properties"":{}}"
1428,37.8796935,-122.260628,425600,2128,1937,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.260708,37.879733],[-122.260693,37.879639],[-122.260548,37.879654],[-122.260563,37.879748],[-122.260708,37.879733]]]},""properties"":{}}"
1429,37.87988974,-122.2641875,801300,4006.5,1926,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.264153,37.879814],[-122.264159,37.879967],[-122.264222,37.879966],[-122.264216,37.879812],[-122.264153,37.879814]]]},""properties"":{}}"
1430,37.871347,-122.2849955,315200,1576,1918,1,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.285033,37.871257],[-122.284927,37.871269],[-122.284958,37.871437],[-122.285064,37.871425],[-122.285033,37.871257]]]},""properties"":{}}"
1431,37.871797,-122.280871,365883.3333,1829.416667,1940,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.280917,37.871724],[-122.280825,37.871724],[-122.280825,37.871870],[-122.280917,37.871870],[-122.280917,37.871724]]]},""properties"":{}}"
1432,37.8719325,-122.287727,125800,629,1948,1,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.287758,37.871888],[-122.287684,37.871895],[-122.287696,37.871977],[-122.287770,37.871970],[-122.287758,37.871888]]]},""properties"":{}}"
1433,37.87342,-122.2780705,342100,1710.5,1922,2,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.278128,37.873473],[-122.278101,37.873354],[-122.278013,37.873367],[-122.278040,37.873486],[-122.278128,37.873473]]]},""properties"":{}}"
1434,37.8697288,-122.2764916,124300,621.5,1923,1,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.276387,37.869691],[-122.276393,37.869776],[-122.276597,37.869766],[-122.276590,37.869682],[-122.276387,37.869691]]]},""properties"":{}}"
1435,37.87024325,-122.2742199,238200,1191,1918,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.274164,37.870174],[-122.274167,37.870314],[-122.274276,37.870312],[-122.274273,37.870173],[-122.274164,37.870174]]]},""properties"":{}}"
1436,37.870297,-122.27386,238200,1191,1918,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.273825,37.870348],[-122.273895,37.870348],[-122.273895,37.870246],[-122.273825,37.870246],[-122.273825,37.870348]]]},""properties"":{}}"
1437,37.87022062,-122.2714558,22827427,174891.6,1945,1,COM4,C1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.271563,37.870312],[-122.271612,37.870662],[-122.271961,37.870631],[-122.271908,37.870257],[-122.272000,37.870248],[-122.271976,37.870073],[-122.272013,37.870070],[-122.272004,37.870011],[-122.272150,37.869998],[-122.272135,37.869893],[-122.271974,37.869907],[-122.271978,37.869935],[-122.270717,37.870046],[-122.270725,37.870109],[-122.270678,37.870113],[-122.270692,37.870215],[-122.270700,37.870215],[-122.270724,37.870386],[-122.271563,37.870312]]]},""properties"":{}}"
1438,37.871681,-122.2763668,250400,1252,1931,2,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.276373,37.871716],[-122.276373,37.871747],[-122.276419,37.871747],[-122.276419,37.871631],[-122.276306,37.871631],[-122.276306,37.871716],[-122.276373,37.871716]]]},""properties"":{}}"
1439,37.872427,-122.27516,462266.6667,2311.333333,1922,1,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.275047,37.872397],[-122.275058,37.872475],[-122.275273,37.872457],[-122.275262,37.872379],[-122.275047,37.872397]]]},""properties"":{}}"
1440,37.87262549,-122.2733283,1391400,6957,1981,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.273260,37.872575],[-122.273267,37.872712],[-122.273391,37.872708],[-122.273381,37.872526],[-122.273301,37.872529],[-122.273303,37.872573],[-122.273260,37.872575]]]},""properties"":{}}"
1441,37.872691,-122.276302,105993.3333,815.3333333,1903,2,COM10,C2,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.276359,37.872767],[-122.276355,37.872613],[-122.276245,37.872615],[-122.276249,37.872769],[-122.276359,37.872767]]]},""properties"":{}}"
1442,37.87318254,-122.2718498,244095,1511.5,1934,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.271910,37.873129],[-122.271767,37.873153],[-122.271789,37.873236],[-122.271933,37.873212],[-122.271910,37.873129]]]},""properties"":{}}"
1443,37.87320936,-122.2698789,1161100,5805.5,1936,3,RES3,S1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.269956,37.873261],[-122.269931,37.873125],[-122.269849,37.873135],[-122.269859,37.873185],[-122.269791,37.873194],[-122.269807,37.873278],[-122.269956,37.873261]]]},""properties"":{}}"
1444,37.87349227,-122.2702069,885495,6811.5,2009,2,COM10,S2,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.270133,37.873446],[-122.270149,37.873551],[-122.270281,37.873538],[-122.270265,37.873434],[-122.270133,37.873446]]]},""properties"":{}}"
1445,37.87368173,-122.2753247,188400,942,1912,2,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.275415,37.873714],[-122.275405,37.873636],[-122.275234,37.873650],[-122.275244,37.873727],[-122.275415,37.873714]]]},""properties"":{}}"
1446,37.86699939,-122.2615705,2903910.4,22016,1924,2,COM4,C2,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.261719,37.866643],[-122.261248,37.866689],[-122.261278,37.866886],[-122.261403,37.866874],[-122.261410,37.866921],[-122.261455,37.866916],[-122.261500,37.867207],[-122.261354,37.867221],[-122.261378,37.867378],[-122.261827,37.867334],[-122.261719,37.866643]]]},""properties"":{}}"
1447,37.86741111,-122.2567938,3673400,18367,1970,4,RES3,C2,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.256844,37.867304],[-122.256704,37.867321],[-122.256743,37.867518],[-122.256884,37.867501],[-122.256844,37.867304]]]},""properties"":{}}"
1448,37.8676905,-122.2579065,3800400,19002,1912,3,RES3,C3,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.257853,37.867821],[-122.258001,37.867805],[-122.257960,37.867560],[-122.257812,37.867576],[-122.257853,37.867821]]]},""properties"":{}}"
1449,37.87456576,-122.2647434,338866.6667,1694.333333,1914,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.264823,37.874645],[-122.264809,37.874479],[-122.264664,37.874486],[-122.264678,37.874653],[-122.264823,37.874645]]]},""properties"":{}}"
1450,37.87671338,-122.2776612,170200,851,1932,1,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.277626,37.876767],[-122.277699,37.876766],[-122.277697,37.876660],[-122.277623,37.876661],[-122.277626,37.876767]]]},""properties"":{}}"
1451,37.877049,-122.275025,411100,2055.5,1916,1,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.274919,37.877009],[-122.274919,37.877089],[-122.275131,37.877089],[-122.275131,37.877009],[-122.274919,37.877009]]]},""properties"":{}}"
1452,37.87717426,-122.2721803,854000,4270,1926,1,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.272292,37.877217],[-122.272284,37.877121],[-122.272069,37.877131],[-122.272077,37.877228],[-122.272292,37.877217]]]},""properties"":{}}"
1453,37.87745839,-122.2708402,146250,1125,1998,2,COM10,RM1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.270888,37.877515],[-122.270874,37.877396],[-122.270793,37.877401],[-122.270806,37.877521],[-122.270888,37.877515]]]},""properties"":{}}"
1454,37.879103,-122.276743,477100,2385.5,1908,2,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.276687,37.879046],[-122.276710,37.879170],[-122.276799,37.879160],[-122.276776,37.879036],[-122.276687,37.879046]]]},""properties"":{}}"
1455,37.877553,-122.263815,384995,2961.5,1938,2,COM10,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.263885,37.877505],[-122.263735,37.877516],[-122.263745,37.877601],[-122.263895,37.877590],[-122.263885,37.877505]]]},""properties"":{}}"
1456,37.87876882,-122.2649231,1167315,8850,1944,1,COM4,W2,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.265106,37.878818],[-122.265073,37.878661],[-122.264982,37.878673],[-122.264990,37.878712],[-122.264862,37.878728],[-122.264856,37.878697],[-122.264737,37.878713],[-122.264768,37.878861],[-122.265106,37.878818]]]},""properties"":{}}"
1457,37.88000893,-122.2626496,739900,3699.5,1939,1,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.262519,37.879955],[-122.262523,37.880043],[-122.262634,37.880040],[-122.262636,37.880084],[-122.262758,37.880080],[-122.262752,37.879948],[-122.262519,37.879955]]]},""properties"":{}}"
1458,37.86687559,-122.2843074,78133.33333,390.6666667,1926,1,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.284306,37.866943],[-122.284346,37.866941],[-122.284338,37.866821],[-122.284263,37.866824],[-122.284269,37.866908],[-122.284304,37.866907],[-122.284306,37.866943]]]},""properties"":{}}"
1459,37.8673335,-122.2790795,649400,3247,1933,1,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.279270,37.867351],[-122.279259,37.867281],[-122.278889,37.867316],[-122.278900,37.867386],[-122.279270,37.867351]]]},""properties"":{}}"
1460,37.869418,-122.2810755,477000,2385,1930,1,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.280995,37.869392],[-122.281002,37.869455],[-122.281156,37.869444],[-122.281149,37.869381],[-122.280995,37.869392]]]},""properties"":{}}"
1461,37.87115329,-122.278139,421200,4000,1907,2,COM1,S1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.278208,37.871250],[-122.278170,37.871045],[-122.278070,37.871056],[-122.278108,37.871262],[-122.278208,37.871250]]]},""properties"":{}}"
1462,37.87182823,-122.280607,528700,2643.5,1927,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.280543,37.871746],[-122.280558,37.871901],[-122.280679,37.871893],[-122.280668,37.871781],[-122.280611,37.871784],[-122.280607,37.871742],[-122.280543,37.871746]]]},""properties"":{}}"
1463,37.87239123,-122.2831877,310233.3333,1551.166667,1916,1,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.283083,37.872357],[-122.283093,37.872441],[-122.283292,37.872426],[-122.283282,37.872341],[-122.283083,37.872357]]]},""properties"":{}}"
1464,37.873167,-122.2871485,358600,1793,1946,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.287201,37.873109],[-122.287096,37.873109],[-122.287096,37.873225],[-122.287201,37.873225],[-122.287201,37.873109]]]},""properties"":{}}"
1465,37.86999678,-122.2722775,2168200,10841,1982,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.272337,37.869854],[-122.272170,37.869872],[-122.272218,37.870140],[-122.272385,37.870121],[-122.272337,37.869854]]]},""properties"":{}}"
1466,37.87074808,-122.2734973,430800,2154,1915,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.273540,37.870657],[-122.273446,37.870660],[-122.273455,37.870839],[-122.273548,37.870837],[-122.273540,37.870657]]]},""properties"":{}}"
1467,37.872541,-122.2740685,382366.6667,1911.833333,1915,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.274012,37.872474],[-122.274032,37.872616],[-122.274125,37.872608],[-122.274105,37.872466],[-122.274012,37.872474]]]},""properties"":{}}"
1468,37.87261229,-122.2735084,1516933.333,7584.666667,1939,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.273572,37.872553],[-122.273519,37.872554],[-122.273518,37.872516],[-122.273448,37.872517],[-122.273452,37.872695],[-122.273576,37.872693],[-122.273572,37.872553]]]},""properties"":{}}"
1469,37.872969,-122.2742565,402166.6667,2010.833333,1913,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.274305,37.873039],[-122.274305,37.872899],[-122.274208,37.872899],[-122.274208,37.873039],[-122.274305,37.873039]]]},""properties"":{}}"
1470,37.87392928,-122.2735333,459000,2876,1919,2,COM10,S2,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.273438,37.873899],[-122.273454,37.873981],[-122.273629,37.873959],[-122.273613,37.873878],[-122.273438,37.873899]]]},""properties"":{}}"
1471,37.8670995,-122.262472,2122400,10612,1903,1,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.262528,37.866993],[-122.262370,37.867017],[-122.262416,37.867206],[-122.262574,37.867182],[-122.262528,37.866993]]]},""properties"":{}}"
1472,37.86725283,-122.2667168,8987435,83982.5,1937,1,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.266842,37.866922],[-122.266532,37.866954],[-122.266537,37.866984],[-122.266398,37.866998],[-122.266394,37.866973],[-122.266338,37.866979],[-122.266355,37.867079],[-122.266415,37.867073],[-122.266427,37.867142],[-122.266570,37.867127],[-122.266592,37.867260],[-122.266460,37.867274],[-122.266468,37.867319],[-122.266610,37.867305],[-122.266664,37.867626],[-122.267107,37.867580],[-122.267102,37.867550],[-122.266949,37.867566],[-122.266842,37.866922]]]},""properties"":{}}"
1473,37.87264933,-122.2644921,67383.33333,518.3333333,1946,1,RES3,C2,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.264891,37.872508],[-122.264104,37.872550],[-122.264108,37.872596],[-122.264082,37.872597],[-122.264100,37.872806],[-122.264136,37.872804],[-122.264139,37.872840],[-122.264324,37.872830],[-122.264312,37.872688],[-122.264715,37.872667],[-122.264727,37.872800],[-122.264915,37.872790],[-122.264891,37.872508]]]},""properties"":{}}"
1474,37.87329605,-122.2634022,496600,2483,1956,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.263164,37.872937],[-122.263177,37.873132],[-122.263276,37.873128],[-122.263308,37.873139],[-122.263330,37.873471],[-122.263293,37.873534],[-122.263261,37.873535],[-122.263272,37.873699],[-122.263462,37.873691],[-122.263574,37.873500],[-122.263573,37.873488],[-122.263585,37.873467],[-122.263560,37.873077],[-122.263529,37.873065],[-122.263526,37.873016],[-122.263295,37.872931],[-122.263164,37.872937]]]},""properties"":{}}"
1475,37.87393067,-122.264881,1214750,6073.75,1950,3,RES3,S1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.265037,37.873673],[-122.264674,37.873690],[-122.264682,37.873796],[-122.264639,37.873798],[-122.264641,37.873823],[-122.264588,37.873826],[-122.264607,37.874075],[-122.264719,37.874069],[-122.264729,37.874191],[-122.265088,37.874173],[-122.265078,37.874043],[-122.265176,37.874038],[-122.265156,37.873786],[-122.265046,37.873791],[-122.265037,37.873673]]]},""properties"":{}}"
1476,37.878054,-122.2848665,192000,960,1941,2,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.284954,37.878080],[-122.284893,37.877983],[-122.284779,37.878028],[-122.284840,37.878125],[-122.284954,37.878080]]]},""properties"":{}}"
1477,37.87568772,-122.2705195,832500,4162.5,1922,2,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.270559,37.875599],[-122.270453,37.875610],[-122.270480,37.875776],[-122.270586,37.875766],[-122.270559,37.875599]]]},""properties"":{}}"
1478,37.87587077,-122.277811,317066.6667,1585.333333,1953,1,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.277669,37.875843],[-122.277680,37.875927],[-122.277940,37.875907],[-122.277927,37.875798],[-122.277863,37.875803],[-122.277866,37.875828],[-122.277669,37.875843]]]},""properties"":{}}"
1479,37.8769095,-122.2733435,303800,1519,1933,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.273440,37.876944],[-122.273430,37.876861],[-122.273247,37.876875],[-122.273257,37.876958],[-122.273440,37.876944]]]},""properties"":{}}"
1480,37.87857677,-122.2733753,681100,3405.5,1937,2,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.273506,37.878617],[-122.273489,37.878512],[-122.273245,37.878536],[-122.273262,37.878642],[-122.273506,37.878617]]]},""properties"":{}}"
1481,37.8786875,-122.2724085,267700,1338.5,1915,2,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.272328,37.878721],[-122.272489,37.878721],[-122.272489,37.878654],[-122.272328,37.878654],[-122.272328,37.878721]]]},""properties"":{}}"
1482,37.87925752,-122.2756734,92300,461.5,1906,1,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.275760,37.879205],[-122.275584,37.879232],[-122.275604,37.879314],[-122.275728,37.879295],[-122.275721,37.879264],[-122.275772,37.879256],[-122.275760,37.879205]]]},""properties"":{}}"
1483,37.867087,-122.2873005,260600,1303,1916,1,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.287361,37.867149],[-122.287334,37.867013],[-122.287240,37.867025],[-122.287267,37.867161],[-122.287361,37.867149]]]},""properties"":{}}"
1484,37.86972003,-122.2838367,3804488.4,34788,1952,1,EDU1,C2,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.283720,37.869300],[-122.283768,37.869609],[-122.283664,37.869619],[-122.283671,37.869667],[-122.283503,37.869683],[-122.283562,37.870060],[-122.284123,37.870006],[-122.284023,37.869356],[-122.284007,37.869358],[-122.283994,37.869273],[-122.283720,37.869300]]]},""properties"":{}}"
1485,37.872296,-122.283168,328933.3333,1644.666667,1919,1,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.283272,37.872326],[-122.283258,37.872245],[-122.283064,37.872266],[-122.283078,37.872347],[-122.283272,37.872326]]]},""properties"":{}}"
1486,37.874304,-122.2813095,313600,1568,1929,1,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.281263,37.874225],[-122.281263,37.874383],[-122.281356,37.874383],[-122.281356,37.874225],[-122.281263,37.874225]]]},""properties"":{}}"
1487,37.87470087,-122.2785378,570000,2850,1948,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.278581,37.874564],[-122.278475,37.874570],[-122.278500,37.874854],[-122.278564,37.874851],[-122.278560,37.874802],[-122.278603,37.874800],[-122.278581,37.874564]]]},""properties"":{}}"
1488,37.86622025,-122.2711253,247240,1236.2,1931,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.270970,37.865902],[-122.271015,37.866558],[-122.271283,37.866547],[-122.271238,37.865895],[-122.271120,37.865900],[-122.271118,37.865872],[-122.271003,37.865877],[-122.271005,37.865900],[-122.270970,37.865902]]]},""properties"":{}}"
1489,37.86737354,-122.2751083,438000,2190,1940,2,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.275183,37.867311],[-122.275010,37.867336],[-122.275033,37.867436],[-122.275207,37.867411],[-122.275183,37.867311]]]},""properties"":{}}"
1490,37.868743,-122.2745525,434300,2171.5,1913,2,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.274593,37.868681],[-122.274494,37.868690],[-122.274512,37.868805],[-122.274611,37.868796],[-122.274593,37.868681]]]},""properties"":{}}"
1491,37.8704285,-122.2759155,352533.3333,1762.666667,1905,2,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.275960,37.870365],[-122.275871,37.870365],[-122.275871,37.870492],[-122.275960,37.870492],[-122.275960,37.870365]]]},""properties"":{}}"
1492,37.87168574,-122.2740676,672400,3362,1951,1,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.274141,37.871788],[-122.274132,37.871580],[-122.273994,37.871584],[-122.274003,37.871791],[-122.274141,37.871788]]]},""properties"":{}}"
1493,37.87324216,-122.2715023,1593300,7966.5,1972,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.271593,37.873366],[-122.271543,37.873103],[-122.271412,37.873118],[-122.271461,37.873381],[-122.271593,37.873366]]]},""properties"":{}}"
1494,37.873506,-122.277097,342433.3333,1712.166667,1941,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.277143,37.873393],[-122.277044,37.873395],[-122.277051,37.873619],[-122.277150,37.873617],[-122.277143,37.873393]]]},""properties"":{}}"
1495,37.86657692,-122.2632074,1425100,7125.5,1913,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.263105,37.866449],[-122.263128,37.866580],[-122.263131,37.866580],[-122.263156,37.866723],[-122.263308,37.866707],[-122.263261,37.866432],[-122.263105,37.866449]]]},""properties"":{}}"
1496,37.86670014,-122.2624038,2397000,11985,1911,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.262356,37.866824],[-122.262491,37.866810],[-122.262451,37.866576],[-122.262317,37.866590],[-122.262356,37.866824]]]},""properties"":{}}"
1497,37.8676269,-122.2643341,265265,2040.5,1939,1,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.264488,37.867957],[-122.264457,37.867768],[-122.264759,37.867737],[-122.264729,37.867554],[-122.264411,37.867586],[-122.264355,37.867239],[-122.264057,37.867269],[-122.264173,37.867989],[-122.264488,37.867957]]]},""properties"":{}}"
1498,37.86528761,-122.2729398,962800,4814,1927,1,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.272783,37.865366],[-122.272894,37.865361],[-122.272898,37.865404],[-122.272952,37.865402],[-122.272947,37.865335],[-122.273106,37.865328],[-122.273096,37.865192],[-122.272981,37.865197],[-122.272983,37.865226],[-122.272773,37.865236],[-122.272783,37.865366]]]},""properties"":{}}"
1499,37.86899014,-122.2490263,161265,1240.5,1910,2,COM10,RM2,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.249106,37.869043],[-122.249076,37.868918],[-122.248946,37.868938],[-122.248977,37.869062],[-122.249106,37.869043]]]},""properties"":{}}"
1500,37.8699365,-122.247478,412400,2062,1917,1,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.247568,37.869897],[-122.247440,37.869861],[-122.247388,37.869976],[-122.247516,37.870012],[-122.247568,37.869897]]]},""properties"":{}}"
1501,37.875586,-122.278218,778266.6667,3891.333333,1921,1,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.278163,37.875675],[-122.278291,37.875667],[-122.278273,37.875497],[-122.278145,37.875505],[-122.278163,37.875675]]]},""properties"":{}}"
1502,37.87690425,-122.2800774,97788.6,928.6666667,1905,1,COM1,C2,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.280041,37.876881],[-122.280040,37.876926],[-122.280114,37.876927],[-122.280115,37.876883],[-122.280041,37.876881]]]},""properties"":{}}"
1503,37.8773558,-122.2858784,125600,628,1941,1,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.285979,37.877402],[-122.285907,37.877290],[-122.285860,37.877309],[-122.285834,37.877268],[-122.285776,37.877291],[-122.285874,37.877444],[-122.285979,37.877402]]]},""properties"":{}}"
1504,37.87640897,-122.2755927,414100,2070.5,1912,2,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.275688,37.876355],[-122.275482,37.876378],[-122.275498,37.876463],[-122.275703,37.876440],[-122.275688,37.876355]]]},""properties"":{}}"
1505,37.876914,-122.2730675,303800,1519,1933,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.273109,37.876968],[-122.273109,37.876860],[-122.273026,37.876860],[-122.273026,37.876968],[-122.273109,37.876968]]]},""properties"":{}}"
1506,37.87772776,-122.272287,296800,1484,1914,1,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.272196,37.877688],[-122.272210,37.877778],[-122.272393,37.877760],[-122.272386,37.877711],[-122.272345,37.877715],[-122.272339,37.877675],[-122.272196,37.877688]]]},""properties"":{}}"
1507,37.87799458,-122.2738965,914100,4570.5,1938,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.273961,37.877911],[-122.273857,37.877915],[-122.273860,37.877966],[-122.273813,37.877968],[-122.273819,37.878067],[-122.273970,37.878061],[-122.273961,37.877911]]]},""properties"":{}}"
1508,37.878774,-122.275244,609270,3571,1941,2,COM10,RM2,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.275100,37.878744],[-122.275114,37.878832],[-122.275388,37.878804],[-122.275374,37.878716],[-122.275100,37.878744]]]},""properties"":{}}"
1509,37.8756884,-122.258197,1281431.667,9857.166667,1944,1,RES3,C2,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.258256,37.875537],[-122.258105,37.875555],[-122.258129,37.875683],[-122.258095,37.875687],[-122.258121,37.875828],[-122.258306,37.875806],[-122.258256,37.875537]]]},""properties"":{}}"
