id,Latitude,Longitude,ReplacementCost,PlanArea,YearBuilt,NumberOfStories,OccupancyClass,StructureType,Footprint
640,37.8707695,-122.286478,550600,2753,1953,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.286421,37.870710],[-122.286443,37.870839],[-122.286535,37.870829],[-122.286513,37.870700],[-122.286421,37.870710]]]},""properties"":{}}"
641,37.87230524,-122.278907,1161600,5808,1932,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.278824,37.872181],[-122.278842,37.872436],[-122.278990,37.872430],[-122.278972,37.872174],[-122.278824,37.872181]]]},""properties"":{}}"
642,37.872551,-122.28198,129000,645,1929,1,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.282016,37.872480],[-122.281944,37.872480],[-122.281944,37.872622],[-122.282016,37.872622],[-122.282016,37.872480]]]},""properties"":{}}"
643,37.86825933,-122.2753895,206200,1031,1933,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.275321,37.868168],[-122.275358,37.868363],[-122.275457,37.868352],[-122.275444,37.868281],[-122.275445,37.868281],[-122.275422,37.868156],[-122.275321,37.868168]]]},""properties"":{}}"
644,37.86949923,-122.2768877,93133.33333,465.6666667,1912,2,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.276964,37.869531],[-122.276954,37.869456],[-122.276811,37.869468],[-122.276821,37.869542],[-122.276964,37.869531]]]},""properties"":{}}"
645,37.87064438,-122.2741697,1035800,5179,1942,3,RES3,RM2,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.274220,37.870713],[-122.274216,37.870574],[-122.274119,37.870576],[-122.274124,37.870715],[-122.274220,37.870713]]]},""properties"":{}}"
646,37.8718765,-122.276378,250400,1252,1931,1,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.276429,37.871809],[-122.276327,37.871809],[-122.276327,37.871944],[-122.276429,37.871944],[-122.276429,37.871809]]]},""properties"":{}}"
647,37.87306672,-122.269999,1174090,6452.5,1958,1,COM10,S2,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.269917,37.872916],[-122.269959,37.873228],[-122.270081,37.873218],[-122.270039,37.872905],[-122.269917,37.872916]]]},""properties"":{}}"
648,37.8743835,-122.276358,230266.6667,1151.333333,1925,1,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.276300,37.874430],[-122.276416,37.874430],[-122.276416,37.874337],[-122.276300,37.874337],[-122.276300,37.874430]]]},""properties"":{}}"
649,37.87459848,-122.2681052,1813700,9068.5,1952,1,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.268052,37.874565],[-122.268067,37.874786],[-122.268203,37.874781],[-122.268179,37.874443],[-122.268065,37.874448],[-122.268066,37.874452],[-122.267967,37.874456],[-122.267974,37.874568],[-122.268052,37.874565]]]},""properties"":{}}"
650,37.86749815,-122.256319,3673400,18367,1970,4,RES3,C2,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.256481,37.867638],[-122.256467,37.867551],[-122.256427,37.867555],[-122.256403,37.867409],[-122.256432,37.867406],[-122.256419,37.867327],[-122.256176,37.867353],[-122.256228,37.867665],[-122.256481,37.867638]]]},""properties"":{}}"
651,37.87796801,-122.2841598,306066.6667,1530.333333,1941,1,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.284089,37.877958],[-122.284133,37.878048],[-122.284240,37.878015],[-122.284175,37.877882],[-122.284097,37.877905],[-122.284118,37.877949],[-122.284089,37.877958]]]},""properties"":{}}"
652,37.8768525,-122.2715085,639200,3196,1930,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.271453,37.876898],[-122.271572,37.876891],[-122.271564,37.876807],[-122.271445,37.876814],[-122.271453,37.876898]]]},""properties"":{}}"
653,37.87708157,-122.2730878,218205,1678.5,1926,2,COM10,S1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.273126,37.877041],[-122.273040,37.877048],[-122.273049,37.877122],[-122.273136,37.877115],[-122.273126,37.877041]]]},""properties"":{}}"
654,37.87713972,-122.2675336,881266.6667,4406.333333,1945,2,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.267388,37.877177],[-122.267682,37.877167],[-122.267679,37.877102],[-122.267384,37.877113],[-122.267388,37.877177]]]},""properties"":{}}"
655,37.87749876,-122.2681543,475200,2376,1927,1,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.268251,37.877455],[-122.268053,37.877462],[-122.268058,37.877543],[-122.268256,37.877535],[-122.268251,37.877455]]]},""properties"":{}}"
656,37.8775234,-122.2705317,482000,2410,1917,1,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.270461,37.877459],[-122.270490,37.877602],[-122.270602,37.877588],[-122.270574,37.877445],[-122.270461,37.877459]]]},""properties"":{}}"
657,37.87801927,-122.2734563,762909.6,5784,1942,1,COM4,C3,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.273301,37.877966],[-122.273322,37.878101],[-122.273612,37.878072],[-122.273591,37.877938],[-122.273301,37.877966]]]},""properties"":{}}"
658,37.8783915,-122.2765635,188533.3333,942.6666667,1906,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.276606,37.878342],[-122.276510,37.878349],[-122.276521,37.878441],[-122.276617,37.878434],[-122.276606,37.878342]]]},""properties"":{}}"
659,37.878781,-122.267838,339333.3333,1696.666667,1931,1,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.267772,37.878689],[-122.267782,37.878877],[-122.267904,37.878873],[-122.267894,37.878685],[-122.267772,37.878689]]]},""properties"":{}}"
660,37.87903135,-122.2757567,642500,3212.5,1917,1,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.275931,37.878972],[-122.275590,37.879011],[-122.275606,37.879102],[-122.275714,37.879090],[-122.275710,37.879067],[-122.275944,37.879041],[-122.275931,37.878972]]]},""properties"":{}}"
661,37.876805,-122.2636985,581800,2909,1950,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.263442,37.876725],[-122.263457,37.876910],[-122.263955,37.876885],[-122.263940,37.876700],[-122.263442,37.876725]]]},""properties"":{}}"
662,37.87693982,-122.2622544,4430257.2,33588,1939,1,COM4,RM2,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.262488,37.877103],[-122.262464,37.876948],[-122.262375,37.876957],[-122.262355,37.876834],[-122.262400,37.876829],[-122.262384,37.876724],[-122.262338,37.876728],[-122.262333,37.876698],[-122.262148,37.876716],[-122.262165,37.876821],[-122.262048,37.876832],[-122.262097,37.877142],[-122.262488,37.877103]]]},""properties"":{}}"
663,37.87746753,-122.2600094,576600,2883,1950,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.259893,37.877417],[-122.259899,37.877463],[-122.260003,37.877454],[-122.260018,37.877563],[-122.260082,37.877557],[-122.260060,37.877403],[-122.259893,37.877417]]]},""properties"":{}}"
664,37.877948,-122.2646625,602100,3010.5,1932,2,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.264607,37.878014],[-122.264725,37.878010],[-122.264718,37.877882],[-122.264600,37.877886],[-122.264607,37.878014]]]},""properties"":{}}"
665,37.8782385,-122.261017,333600,1668,1932,1,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.260971,37.878292],[-122.261081,37.878278],[-122.261063,37.878185],[-122.260953,37.878199],[-122.260971,37.878292]]]},""properties"":{}}"
666,37.87836197,-122.2593297,259066.6667,1295.333333,1945,2,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.259396,37.878380],[-122.259391,37.878334],[-122.259263,37.878344],[-122.259269,37.878390],[-122.259396,37.878380]]]},""properties"":{}}"
667,37.87828473,-122.2616157,5952200,29761,1945,3,RES3,S1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.261809,37.878422],[-122.261758,37.878119],[-122.261426,37.878154],[-122.261478,37.878462],[-122.261625,37.878446],[-122.261586,37.878217],[-122.261634,37.878212],[-122.261672,37.878437],[-122.261809,37.878422]]]},""properties"":{}}"
668,37.88004294,-122.2654956,1711402.5,12975,1923,1,COM4,RM2,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.265689,37.880243],[-122.265660,37.879875],[-122.265239,37.879895],[-122.265252,37.880062],[-122.265563,37.880047],[-122.265570,37.880133],[-122.265401,37.880141],[-122.265410,37.880257],[-122.265689,37.880243]]]},""properties"":{}}"
669,37.8667615,-122.280834,281466.6667,1407.333333,1932,1,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.280746,37.866796],[-122.280923,37.866793],[-122.280922,37.866727],[-122.280745,37.866730],[-122.280746,37.866796]]]},""properties"":{}}"
670,37.86700849,-122.2828826,142000,710,1944,1,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.282894,37.866930],[-122.282893,37.866890],[-122.282826,37.866892],[-122.282834,37.867114],[-122.282944,37.867111],[-122.282937,37.866929],[-122.282894,37.866930]]]},""properties"":{}}"
671,37.87109077,-122.2787952,193167.55,1464.5,1950,1,COM4,C3,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.278737,37.871183],[-122.278791,37.871180],[-122.278795,37.871225],[-122.278867,37.871221],[-122.278845,37.870971],[-122.278719,37.870978],[-122.278737,37.871183]]]},""properties"":{}}"
672,37.871661,-122.28874,511266.6667,2556.333333,1949,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.288697,37.871617],[-122.288703,37.871708],[-122.288783,37.871705],[-122.288777,37.871614],[-122.288697,37.871617]]]},""properties"":{}}"
673,37.87377222,-122.2853976,163000,815,1923,1,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.285455,37.873829],[-122.285432,37.873705],[-122.285340,37.873716],[-122.285363,37.873839],[-122.285455,37.873829]]]},""properties"":{}}"
674,37.87019672,-122.2771777,1437000,7185,1931,1,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.277058,37.870268],[-122.277320,37.870234],[-122.277297,37.870125],[-122.277035,37.870160],[-122.277058,37.870268]]]},""properties"":{}}"
675,37.8703965,-122.275395,456400,2282,1944,1,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.275295,37.870361],[-122.275313,37.870454],[-122.275495,37.870432],[-122.275477,37.870339],[-122.275295,37.870361]]]},""properties"":{}}"
676,37.87294172,-122.2718206,1035200,5176,1937,3,RES3,C3,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.271909,37.873001],[-122.271881,37.872864],[-122.271732,37.872883],[-122.271760,37.873019],[-122.271909,37.873001]]]},""properties"":{}}"
677,37.8730225,-122.27373,824400,4122,1920,2,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.273807,37.873123],[-122.273786,37.872914],[-122.273653,37.872922],[-122.273674,37.873131],[-122.273807,37.873123]]]},""properties"":{}}"
678,37.87463384,-122.2720072,3104200,15521,1958,3,RES3,S2,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.272061,37.874474],[-122.271907,37.874488],[-122.271954,37.874794],[-122.272107,37.874780],[-122.272061,37.874474]]]},""properties"":{}}"
679,37.87373065,-122.2610718,408058.56,3875.2,1920,1,COM1,RM2,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.260875,37.873517],[-122.261028,37.873992],[-122.261269,37.873944],[-122.261115,37.873469],[-122.260875,37.873517]]]},""properties"":{}}"
680,37.87665596,-122.2744707,412166.6667,2060.833333,1915,2,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.274586,37.876696],[-122.274574,37.876599],[-122.274355,37.876616],[-122.274368,37.876713],[-122.274586,37.876696]]]},""properties"":{}}"
681,37.876875,-122.268072,1033964.1,7839,1946,1,COM4,RM2,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.267971,37.876828],[-122.267972,37.876923],[-122.268173,37.876922],[-122.268172,37.876827],[-122.267971,37.876828]]]},""properties"":{}}"
682,37.877232,-122.2675955,560600,2803,1948,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.267688,37.877267],[-122.267688,37.877197],[-122.267503,37.877197],[-122.267503,37.877267],[-122.267688,37.877267]]]},""properties"":{}}"
683,37.87817725,-122.2739428,516100,2580.5,1909,2,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.273870,37.878138],[-122.273869,37.878215],[-122.274016,37.878216],[-122.274017,37.878140],[-122.273870,37.878138]]]},""properties"":{}}"
684,37.8781425,-122.269886,454133.3333,2270.666667,1941,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.269917,37.878057],[-122.269823,37.878069],[-122.269855,37.878228],[-122.269949,37.878216],[-122.269917,37.878057]]]},""properties"":{}}"
685,37.8788955,-122.27522,511466.6667,2557.333333,1911,1,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.275331,37.878928],[-122.275322,37.878849],[-122.275109,37.878863],[-122.275118,37.878942],[-122.275331,37.878928]]]},""properties"":{}}"
686,37.87947802,-122.2707728,1110100,5550.5,1946,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.270583,37.879440],[-122.270590,37.879535],[-122.270963,37.879516],[-122.270955,37.879421],[-122.270583,37.879440]]]},""properties"":{}}"
687,37.87764769,-122.2640276,726000,3630,1947,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.263963,37.877651],[-122.263917,37.877653],[-122.263920,37.877698],[-122.264120,37.877689],[-122.264113,37.877592],[-122.263959,37.877599],[-122.263963,37.877651]]]},""properties"":{}}"
688,37.87778823,-122.2640277,416600,2083,1935,1,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.264127,37.877823],[-122.264115,37.877737],[-122.263928,37.877754],[-122.263940,37.877839],[-122.264127,37.877823]]]},""properties"":{}}"
689,37.87805616,-122.2602938,469200,2346,1937,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.260372,37.878160],[-122.260325,37.877938],[-122.260216,37.877952],[-122.260262,37.878174],[-122.260372,37.878160]]]},""properties"":{}}"
690,37.87845,-122.261038,989100,4945.5,1941,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.261100,37.878378],[-122.260956,37.878392],[-122.260976,37.878522],[-122.261120,37.878508],[-122.261100,37.878378]]]},""properties"":{}}"
691,37.87885422,-122.2561227,56800,284,1940,1,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.256193,37.878814],[-122.256039,37.878835],[-122.256052,37.878894],[-122.256206,37.878874],[-122.256193,37.878814]]]},""properties"":{}}"
692,37.8791065,-122.2624015,398400,1992,1933,2,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.262466,37.879060],[-122.262337,37.879060],[-122.262337,37.879153],[-122.262466,37.879153],[-122.262466,37.879060]]]},""properties"":{}}"
693,37.87916788,-122.2615512,1450400,7252,1945,2,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.261472,37.879085],[-122.261512,37.879267],[-122.261630,37.879251],[-122.261591,37.879069],[-122.261472,37.879085]]]},""properties"":{}}"
694,37.88079522,-122.2610361,400200,2001,1933,1,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.261087,37.880697],[-122.260993,37.880704],[-122.261003,37.880789],[-122.260952,37.880793],[-122.260963,37.880877],[-122.261108,37.880866],[-122.261087,37.880697]]]},""properties"":{}}"
695,37.87056033,-122.2826243,470400,2352,1942,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.282584,37.870637],[-122.282692,37.870624],[-122.282664,37.870483],[-122.282557,37.870497],[-122.282584,37.870637]]]},""properties"":{}}"
696,37.8713665,-122.284638,556900,2784.5,1924,1,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.284667,37.871264],[-122.284577,37.871273],[-122.284609,37.871469],[-122.284699,37.871460],[-122.284667,37.871264]]]},""properties"":{}}"
697,37.8733024,-122.2860152,456800,2284,1938,1,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.286069,37.873231],[-122.285951,37.873236],[-122.285962,37.873374],[-122.286079,37.873369],[-122.286069,37.873231]]]},""properties"":{}}"
698,37.86770829,-122.2775363,1492600,7463,1943,3,RES3,C1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.277517,37.867676],[-122.277507,37.867606],[-122.277332,37.867622],[-122.277343,37.867697],[-122.277449,37.867688],[-122.277466,37.867805],[-122.277718,37.867782],[-122.277700,37.867659],[-122.277517,37.867676]]]},""properties"":{}}"
699,37.868325,-122.27782,330200,1651,1913,1,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.277880,37.868252],[-122.277760,37.868252],[-122.277760,37.868398],[-122.277880,37.868398],[-122.277880,37.868252]]]},""properties"":{}}"
700,37.86901253,-122.2759178,425333.3333,2126.666667,1921,2,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.275840,37.869068],[-122.276018,37.869036],[-122.275995,37.868957],[-122.275818,37.868989],[-122.275840,37.869068]]]},""properties"":{}}"
701,37.86922,-122.27601,115200,576,1931,1,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.276076,37.869186],[-122.275936,37.869200],[-122.275944,37.869254],[-122.276084,37.869240],[-122.276076,37.869186]]]},""properties"":{}}"
702,37.8695345,-122.277082,460533.3333,2302.666667,1922,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.277145,37.869475],[-122.277019,37.869475],[-122.277019,37.869594],[-122.277145,37.869594],[-122.277145,37.869475]]]},""properties"":{}}"
703,37.8724505,-122.277486,435800,2179,1918,1,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.277418,37.872491],[-122.277563,37.872479],[-122.277554,37.872410],[-122.277409,37.872422],[-122.277418,37.872491]]]},""properties"":{}}"
704,37.874391,-122.2739625,4149900,20749.5,1970,4,RES3,S1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.274065,37.874539],[-122.274036,37.874233],[-122.273860,37.874243],[-122.273889,37.874549],[-122.274065,37.874539]]]},""properties"":{}}"
705,37.86783841,-122.2607877,560300,2801.5,1915,3,RES3,C3,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.260845,37.867756],[-122.260705,37.867770],[-122.260731,37.867921],[-122.260870,37.867907],[-122.260845,37.867756]]]},""properties"":{}}"
706,37.87481125,-122.2661478,340266.6667,1701.333333,1941,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.266305,37.874851],[-122.266303,37.874768],[-122.265990,37.874772],[-122.265992,37.874854],[-122.266305,37.874851]]]},""properties"":{}}"
707,37.87637127,-122.2749384,787133.3333,3935.666667,1916,2,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.275022,37.876319],[-122.274842,37.876335],[-122.274854,37.876423],[-122.275035,37.876408],[-122.275022,37.876319]]]},""properties"":{}}"
708,37.87764272,-122.2674074,223866.6667,1119.333333,1907,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.267481,37.877690],[-122.267481,37.877623],[-122.267438,37.877623],[-122.267438,37.877575],[-122.267379,37.877575],[-122.267379,37.877614],[-122.267337,37.877614],[-122.267337,37.877690],[-122.267481,37.877690]]]},""properties"":{}}"
709,37.877896,-122.271892,235400,1177,1929,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.271837,37.877822],[-122.271837,37.877970],[-122.271947,37.877970],[-122.271947,37.877822],[-122.271837,37.877822]]]},""properties"":{}}"
710,37.87884921,-122.2733436,168155,1293.5,1917,2,COM10,C1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.273414,37.878891],[-122.273402,37.878797],[-122.273273,37.878807],[-122.273286,37.878902],[-122.273414,37.878891]]]},""properties"":{}}"
711,37.8791775,-122.274734,424500,2122.5,1906,2,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.274653,37.879139],[-122.274658,37.879222],[-122.274815,37.879216],[-122.274810,37.879133],[-122.274653,37.879139]]]},""properties"":{}}"
712,37.87735953,-122.2658199,2981600,14908,1936,2,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.265776,37.877299],[-122.265776,37.877333],[-122.265730,37.877333],[-122.265730,37.877413],[-122.265899,37.877413],[-122.265899,37.877299],[-122.265776,37.877299]]]},""properties"":{}}"
713,37.877518,-122.264008,384995,2961.5,1938,2,COM10,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.264091,37.877460],[-122.263915,37.877471],[-122.263925,37.877576],[-122.264101,37.877565],[-122.264091,37.877460]]]},""properties"":{}}"
714,37.8781095,-122.260546,829000,4145,1937,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.260657,37.878149],[-122.260635,37.878044],[-122.260435,37.878070],[-122.260457,37.878175],[-122.260657,37.878149]]]},""properties"":{}}"
715,37.87925408,-122.2573019,385200,1926,1930,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.257175,37.879197],[-122.257197,37.879315],[-122.257453,37.879286],[-122.257439,37.879211],[-122.257280,37.879229],[-122.257272,37.879186],[-122.257175,37.879197]]]},""properties"":{}}"
716,37.87945372,-122.2649552,1671200,8356,1948,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.264789,37.879403],[-122.264815,37.879540],[-122.265121,37.879505],[-122.265095,37.879367],[-122.264789,37.879403]]]},""properties"":{}}"
717,37.8798485,-122.260658,131400,657,1934,1,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.260591,37.879803],[-122.260591,37.879894],[-122.260725,37.879894],[-122.260725,37.879803],[-122.260591,37.879803]]]},""properties"":{}}"
718,37.88018595,-122.2583357,125600,628,1922,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.258376,37.880154],[-122.258289,37.880160],[-122.258296,37.880218],[-122.258382,37.880212],[-122.258376,37.880154]]]},""properties"":{}}"
719,37.867917,-122.2779875,349133.3333,1745.666667,1914,2,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.277942,37.867841],[-122.277942,37.867993],[-122.278033,37.867993],[-122.278033,37.867841],[-122.277942,37.867841]]]},""properties"":{}}"
720,37.8696261,-122.2844546,268200,1341,1924,1,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.284559,37.869656],[-122.284550,37.869607],[-122.284621,37.869599],[-122.284616,37.869572],[-122.284322,37.869604],[-122.284335,37.869681],[-122.284559,37.869656]]]},""properties"":{}}"
721,37.87128355,-122.2880563,260800,1304,1926,2,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.287990,37.871335],[-122.288137,37.871320],[-122.288122,37.871232],[-122.287976,37.871247],[-122.287990,37.871335]]]},""properties"":{}}"
722,37.87392195,-122.2856897,96000,480,1936,1,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.285746,37.873879],[-122.285626,37.873887],[-122.285634,37.873965],[-122.285753,37.873957],[-122.285746,37.873879]]]},""properties"":{}}"
723,37.86565375,-122.2858745,710000,3550,1960,2,RES3,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.285908,37.865720],[-122.285907,37.865587],[-122.285841,37.865588],[-122.285842,37.865720],[-122.285908,37.865720]]]},""properties"":{}}"
724,37.867656,-122.2757705,210966.6667,1054.833333,1916,1,RES1,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.275865,37.867605],[-122.275662,37.867627],[-122.275676,37.867707],[-122.275879,37.867685],[-122.275865,37.867605]]]},""properties"":{}}"
725,37.86887176,-122.2770438,725500,3627.5,1923,3,RES3,W2,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.276951,37.868829],[-122.276955,37.868919],[-122.277137,37.868914],[-122.277133,37.868825],[-122.276951,37.868829]]]},""properties"":{}}"
726,37.86883392,-122.2686508,29324049.3,278481,1944,6,COM1,S2,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.268137,37.868515],[-122.268250,37.869256],[-122.268898,37.869195],[-122.268854,37.868907],[-122.268588,37.868932],[-122.268592,37.868958],[-122.268490,37.868968],[-122.268483,37.868921],[-122.268701,37.868900],[-122.268689,37.868821],[-122.268827,37.868808],[-122.268837,37.868873],[-122.268884,37.868868],[-122.268930,37.869169],[-122.269179,37.869146],[-122.269069,37.868427],[-122.268137,37.868515]]]},""properties"":{}}"
727,37.8714025,-122.277049,236925,2250,1946,1,COM1,C1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.277092,37.871449],[-122.277092,37.871356],[-122.277006,37.871356],[-122.277006,37.871449],[-122.277092,37.871449]]]},""properties"":{}}"
