id,Latitude,Longitude,NumberOfStories,YearBuilt,OccupancyClass,StructureType,PlanArea,ReplacementCost
1945,37.5731,-122.321,1,1998,RES1,W1,1346.76,170000
1946,37.573,-122.315,1,1943,RES1,W1,2634.27,98395
1947,37.5729,-122.319,2,1978,RES3,W1,3522.26,323825
1948,37.573,-122.316,2,1960,IND2,S3,2064.72,94194
1949,37.573,-122.32,1,1937,RES1,W1,1762.66,309000
1950,37.573,-122.319,1,1951,RES1,W1,2281.73,330274
1951,37.5729,-122.32,1,1932,RES1,W1,930.674,76098
1952,37.5729,-122.321,1,1924,RES1,W1,1271.97,239887
1953,37.5728,-122.318,2,1946,RES3,W1,4450.4,76171
1954,37.5727,-122.318,2,1946,RES3,W1,1898.96,76171
1955,37.5729,-122.321,1,1907,RES1,W1,808.298,250791
1956,37.5728,-122.321,1,1907,RES1,W1,1984.24,250791
1957,37.5727,-122.321,1,1907,RES1,W1,1130.94,250791
1958,37.5728,-122.32,1,1960,RES3,W1,3273.11,569544
1959,37.5728,-122.318,2,1949,RES3,W1,4641.85,257028
1960,37.5728,-122.319,1,1923,RES1,W1,1330.7,402308
1961,37.5728,-122.32,1,1955,RES3,RM1,2570.16,274117
1962,37.5727,-122.32,1,1955,RES3,W1,1918.62,274117
1963,37.5726,-122.32,1,1955,RES3,W1,623.317,274117
1964,37.5728,-122.315,1,1943,RES1,W1,2162.14,211546
1965,37.5727,-122.311,1,1930,COM1,URM,7868.78,159436
1966,37.5726,-122.317,1,1940,RES1,W1,4947.45,337488
1967,37.5727,-122.319,1,1939,RES1,W1,1468.88,236115
1968,37.5725,-122.318,1,1939,RES1,W1,1211.86,236115
1969,37.5724,-122.312,1,1960,COM1,RM1,13845.2,37288
1970,37.5722,-122.312,2,1960,COM1,W2,1299.11,37288
1971,37.5727,-122.322,1,1939,RES1,W1,2419.81,62979
1972,37.5726,-122.321,1,1939,RES1,W1,1983.54,62979
1973,37.5726,-122.321,1,1925,RES1,W1,1830.09,138978
1974,37.5726,-122.319,1,1949,RES1,W1,2474.27,45342
1975,37.5726,-122.312,1,1980,COM1,RM1,1940.44,137381
1976,37.5726,-122.32,2,1908,RES3,W1,1481.84,449662
1977,37.5725,-122.32,2,1908,RES3,W1,2279.48,449662
1978,37.5725,-122.32,2,1925,RES3,W1,1718.47,634986
1979,37.5724,-122.321,2,1925,RES3,W1,1457.73,634986
1980,37.5725,-122.321,1,1928,RES1,W1,1453.2,245885
1981,37.5725,-122.32,2,1930,RES1,W1,893.813,188716
1982,37.5724,-122.32,2,1930,RES1,W1,1587.63,188716
1983,37.5725,-122.321,1,1927,RES3,W1,1613.68,482243
1984,37.5724,-122.322,1,1927,RES3,W1,1290.94,482243
1985,37.5724,-122.319,1,1940,RES1,W1,2512.88,168530
1986,37.5724,-122.318,1,1912,RES1,W1,1815.94,37526
1987,37.5724,-122.321,1,1930,RES1,W1,1567.34,134785
1988,37.5723,-122.321,1,1930,RES1,W1,659.967,134785
1989,37.5722,-122.321,1,1930,RES1,W1,2472.96,134785
1990,37.5723,-122.32,2,1912,RES1,W1,1858.24,350935
1991,37.5723,-122.321,1,1926,RES1,W1,2873.11,281622
1992,37.5723,-122.319,1,1940,RES1,W1,1469.45,159154
1993,37.5722,-122.319,1,1940,RES1,W1,7108.79,159154
1994,37.5723,-122.32,1,1912,RES1,W1,563.714,344946
1995,37.5722,-122.32,1,1912,RES1,W1,1380.81,344946
1996,37.5723,-122.321,1,1920,RES3,W1,2577.13,66209
1997,37.5722,-122.318,1,1930,REL1,W1,1247.24,356557
1998,37.5721,-122.318,1,1960,REL1,C2,555.061,356557
1999,37.572,-122.318,1,1930,REL1,S1,8201.38,356557
2000,37.5718,-122.318,1,1980,REL1,PC2,2052.4,356557
2001,37.572,-122.32,1,1940,RES3,S2,4979.91,250812
2002,37.572,-122.319,1,1941,RES1,W1,2495.78,243432
2003,37.572,-122.319,1,1941,RES1,W1,1450.73,243432
2004,37.5718,-122.319,1,1941,RES1,W1,1694.86,243432
2005,37.5721,-122.321,1,1912,RES1,W1,1513.61,275661
2006,37.5758,-122.311,1,1946,RES1,W1,2599.41,314424
2007,37.5753,-122.311,1,1948,RES1,W1,1755.09,99268
2008,37.5749,-122.311,1,1980,REL1,RM1,5113.41,1140170
2009,37.5746,-122.311,1,1930,REL1,C2,9844.88,1140170
2010,37.5781,-122.311,1,1947,RES1,RM1,1682.56,139982
2011,37.578,-122.311,1,1947,RES1,W1,1380.81,50932
2012,37.5768,-122.309,1,1948,RES1,W1,2416.41,53615
2013,37.5767,-122.309,1,1947,RES1,W1,1454.09,233880
2014,37.5766,-122.309,1,1948,RES1,W1,1563.26,52172
2015,37.5765,-122.31,1,1948,RES1,W1,1716.55,60979
2016,37.5622,-122.309,1,1946,RES1,W1,2174.48,281412
2017,37.5622,-122.309,1,1946,RES1,W1,2116.93,281412
2018,37.5622,-122.307,1,1948,RES1,W1,2086.94,98098
2019,37.5623,-122.308,1,1948,RES1,W1,1739.35,98098
2020,37.5621,-122.309,1,1947,RES1,W1,1828.36,282149
2021,37.5621,-122.311,1,1940,RES1,W1,1573.68,318218
2022,37.5621,-122.309,1,1946,RES1,W1,1749.2,53850
2023,37.5621,-122.304,1,1953,RES1,W1,2598.54,187288
2024,37.562,-122.304,2,1953,RES1,W1,2303.43,187288
2025,37.5621,-122.309,1,1946,RES1,W1,1303.39,125222
2026,37.5621,-122.308,1,1946,RES1,W1,2520.94,237679
2027,37.5688,-122.3,1,1952,RES1,W1,2413.97,311148
2028,37.5685,-122.3,1,1952,RES1,W1,2800.28,51763
2029,37.5684,-122.3,1,1952,RES1,W1,1573.52,51763
2030,37.5652,-122.3,1,1955,RES1,W1,1852.51,355706
2031,37.5634,-122.3,1,1955,RES1,W1,2115.07,56115
2032,37.5625,-122.3,1,1954,RES1,W1,2187.74,306585
2033,37.5624,-122.3,1,1954,RES1,W1,1944.73,306585
2034,37.5621,-122.311,1,1941,RES1,W1,2006.51,419390
2035,37.562,-122.311,1,1941,RES1,W1,1630.38,419390
2036,37.5621,-122.307,1,1948,RES1,W1,1906.45,341296
2037,37.562,-122.307,1,1948,RES1,W1,1566.74,341296
2038,37.562,-122.31,1,1942,RES1,W1,1842.14,70244
2039,37.5719,-122.3,1,1952,RES1,W1,2669.58,98663
2040,37.5718,-122.3,1,1952,RES1,W1,1827.97,98663
2041,37.5715,-122.3,1,1952,RES1,W1,1550.66,246390
2042,37.5718,-122.299,1,1952,RES1,W1,1820.47,426550
2043,37.5717,-122.299,1,1952,RES1,W1,1989.03,112514
2044,37.5717,-122.299,1,1952,RES1,W1,1451.8,258969
2045,37.5716,-122.299,1,1952,RES1,W1,1921,69604
2046,37.5716,-122.299,2,1952,RES1,W1,3228.08,299313
2047,37.5716,-122.299,1,1952,RES1,W1,1408.92,294237
2048,37.5715,-122.298,1,1952,RES1,W1,1818,96615
2049,37.5714,-122.299,1,1952,RES1,W1,1495.29,50310
2050,37.5713,-122.299,1,1952,RES1,W1,1661.49,267859
2051,37.5712,-122.299,1,1952,RES1,W1,2345.52,79763
2052,37.5711,-122.299,1,1952,RES1,W1,5372.14,79763
2053,37.5711,-122.3,1,1952,RES1,W1,2177.12,189166
2054,37.571,-122.299,1,1952,RES1,W1,2232.78,209234
2055,37.571,-122.299,1,1952,RES1,W1,1579.37,102051
2056,37.5709,-122.299,1,1952,RES1,W1,1858.47,74545
2057,37.5709,-122.299,1,1952,RES1,W1,714.979,74545
2058,37.5708,-122.299,1,1952,RES1,W1,3419.76,605900
2059,37.5707,-122.3,1,1952,RES1,W1,2230.18,435163
2060,37.5707,-122.299,1,1952,RES1,W1,1410.61,475500
2061,37.5707,-122.299,1,1952,RES1,W1,609.106,475500
2062,37.5707,-122.299,1,1952,RES1,W1,2427.33,363003
2063,37.5702,-122.3,1,1952,RES1,W1,1842.18,69989
2064,37.5678,-122.3,1,1955,RES1,W1,1832.82,128022
2065,37.5638,-122.3,1,1955,RES1,W1,3070.81,163717
2066,37.5635,-122.3,1,1955,RES1,W1,4587.4,163717
2067,37.563,-122.3,1,1980,RES1,W1,2962,303228
2068,37.5706,-122.299,1,1952,RES1,W1,1810.08,161517
2069,37.5705,-122.299,1,1952,RES1,W1,660.49,161517
2070,37.5705,-122.299,1,1952,RES1,W1,690.044,161517
2071,37.5705,-122.3,1,1952,RES1,W1,2471.37,253518
2072,37.5705,-122.299,1,1952,RES1,W1,1714.8,70865
2073,37.5702,-122.299,1,1952,RES1,W1,3061.34,337752
2074,37.5702,-122.299,1,1952,RES1,W1,1520.32,319871
2075,37.5702,-122.299,1,1952,RES1,W1,1927.6,342293
2076,37.57,-122.299,1,1952,RES1,W1,606.843,342293
2077,37.5702,-122.299,1,1952,RES1,W1,2049.01,266156
2078,37.5702,-122.299,1,1952,RES1,W1,1478.46,205856
2079,37.5702,-122.3,1,1952,RES1,W1,1672.74,46374
2080,37.57,-122.299,1,1930,RES1,W1,1377.97,184479
2081,37.5699,-122.299,1,1930,RES1,W1,1416.26,184479
2082,37.5699,-122.299,1,1952,RES1,W1,3270.55,65422
2083,37.5698,-122.3,1,1952,RES1,W1,2463.1,149531
2084,37.5699,-122.299,1,1952,RES1,W1,2204.4,256786
2085,37.5699,-122.299,1,1952,RES1,W1,1959.4,50310
2086,37.5699,-122.299,1,1952,RES1,W1,2016.8,400679
2087,37.5698,-122.3,1,1952,RES1,W1,1697.78,369551
2088,37.5695,-122.299,1,1952,RES1,W1,2541.36,427128
2089,37.5695,-122.299,1,1952,RES1,W1,1943.35,210823
2090,37.5695,-122.299,1,1952,RES1,W1,1459.5,366014
2091,37.5695,-122.299,1,1952,RES1,W1,1572.13,139612
2092,37.5695,-122.299,1,1952,RES1,W1,2291.86,60869
2093,37.5695,-122.3,1,1952,RES1,W1,2546.29,246281
2094,37.5695,-122.3,1,1952,RES1,W1,2090.11,70779
2095,37.5694,-122.298,1,1952,RES1,W1,2132.8,251996
2096,37.5692,-122.299,1,1952,RES1,W1,2297.62,340208
2097,37.5692,-122.299,2,1952,RES1,W1,2076.05,231751
2098,37.5692,-122.299,1,1952,RES1,W1,1694.11,50310
2099,37.5692,-122.298,1,1953,RES1,W1,2744.28,381612
2100,37.5691,-122.3,1,1952,RES1,W1,1845.07,203723
2101,37.5692,-122.299,1,1952,RES1,W1,1567.24,314970
2102,37.5691,-122.3,1,1952,RES1,W1,1669.65,355337
2103,37.5691,-122.299,1,1952,RES1,W1,1523.58,50310
2104,37.569,-122.298,1,1950,RES1,W1,1598.08,347723
2105,37.5689,-122.298,1,1953,RES1,W1,1535.16,375000
2106,37.5688,-122.299,1,1953,RES1,W1,3483.65,176436
2107,37.5688,-122.299,1,1953,RES1,W1,3724.29,334586
2108,37.5688,-122.299,1,1953,RES1,W1,1120.09,334586
2109,37.5688,-122.299,1,1952,RES1,W1,2534.91,154476
2110,37.5688,-122.299,1,1952,RES1,W1,1737,50310
2111,37.5688,-122.3,1,1952,RES1,W1,1946.56,300966
2112,37.5688,-122.3,1,1952,RES1,W1,1914.33,305863
2113,37.5687,-122.298,1,1953,RES1,W1,1793.14,207119
2114,37.5686,-122.298,1,1950,RES1,W1,1686.42,423000
2115,37.5685,-122.299,1,1953,RES1,W1,2788.4,296908
2116,37.5685,-122.299,1,1953,RES1,W1,2728.29,296838
2117,37.5685,-122.299,1,1953,RES1,W1,1963.55,50310
2118,37.5685,-122.3,1,1952,RES1,W1,2254.75,185458
2119,37.5685,-122.298,1,1953,RES1,W1,1558.42,47199
2120,37.5685,-122.299,1,1953,RES1,W1,1585.26,314977
2121,37.5685,-122.299,1,1953,RES1,W1,1539.89,178498
2122,37.5684,-122.3,1,1952,RES1,W1,1561.48,167259
2123,37.5682,-122.298,1,1955,RES1,W1,2595.22,381327
2124,37.568,-122.298,1,1955,RES1,W1,1839.19,371756
2125,37.5678,-122.3,1,1955,RES1,W1,2077.75,172286
2126,37.5677,-122.298,1,1955,RES1,W1,2407.27,285245
2127,37.5677,-122.298,1,1955,RES1,W1,675.858,285245
2128,37.5676,-122.298,1,1955,RES1,W1,2499.06,464646
2129,37.5675,-122.298,1,1955,RES1,W1,2137.22,387391
2130,37.5673,-122.298,2,1955,RES1,W1,2175.31,176477
2131,37.5672,-122.298,1,1955,RES1,W1,1930.84,365019
2132,37.5671,-122.298,1,1955,RES1,W1,2420.73,366313
2133,37.567,-122.289,2,2006,RES1,W1,4328.16,309096
2134,37.567,-122.29,2,2006,RES1,W1,3701.04,309096
2135,37.5601,-122.312,1,1946,RES1,W1,1690.1,242786
2136,37.56,-122.311,1,1946,RES1,W1,2134.32,408517
2137,37.56,-122.312,1.5,1946,RES1,W1,1536.47,482040
2138,37.56,-122.316,2,1960,RES1,W1,628.299,52826
2139,37.5599,-122.316,1,1930,RES1,W1,2017.94,52826
2140,37.5597,-122.316,1,1960,RES1,W1,1877.85,52826
2141,37.5599,-122.312,1,1946,RES1,W1,1774,80982
2142,37.5599,-122.311,1,1946,RES1,W1,1831.43,55337
2143,37.5598,-122.312,1,1946,RES1,W1,907.926,61259
2144,37.5598,-122.314,1,1949,RES1,W1,2174.74,61961
2145,37.5597,-122.312,2,1946,RES1,W1,1735.49,133173
2146,37.5597,-122.315,2,1930,RES3,W1,2109.96,280779
2147,37.5595,-122.316,1,1950,RES3,W1,3997.4,511908
2148,37.5594,-122.316,1,1958,RES3,W1,4132.44,324166
2149,37.5595,-122.313,1,1949,RES1,W1,1217.65,306403
2150,37.5594,-122.313,1,1949,RES1,W1,2196,306403
2151,37.5594,-122.315,1,1922,RES1,W1,1234.99,37526
2152,37.5592,-122.315,1,1922,RES1,W1,1665.19,37526
2153,37.5593,-122.316,1,1914,RES1,W1,1850.21,337675
2154,37.5593,-122.316,1,1980,RES1,W1,2057.47,220049
2155,37.5593,-122.316,1,1925,RES1,W1,1459.31,72589
2156,37.5593,-122.313,1,1949,RES1,W1,1765.63,367832
2157,37.5592,-122.313,1,1949,RES1,W1,1493.45,367832
2158,37.5592,-122.317,1,1925,RES1,W1,1451.77,354380
2159,37.5592,-122.316,1,1915,RES1,W1,2386.95,93235
2160,37.5591,-122.317,1,1924,RES1,W1,1990.64,273625
2161,37.5591,-122.317,1,1908,RES1,W1,1911.64,29837
2162,37.5591,-122.313,1,1949,RES1,W1,1660.83,297620
2163,37.559,-122.313,1,1949,RES1,W1,1988.25,297620
2164,37.559,-122.316,1,1925,RES1,W1,1492.45,511367
2165,37.559,-122.316,2,1925,RES1,W1,837.666,261244
2166,37.559,-122.316,2,1925,RES1,W1,1231.05,261244
2167,37.559,-122.317,1,1907,RES1,W1,2204.03,271996
2168,37.559,-122.319,1,1954,RES1,W1,3801.77,595431
2169,37.5588,-122.319,1,1954,RES1,W1,3510.58,595431
2170,37.5589,-122.317,1,1908,RES1,W1,2107.36,313601
2171,37.5588,-122.317,1,1912,RES1,W1,2161.02,450941
2172,37.5588,-122.313,1,1949,RES1,W1,1699.88,271954
2173,37.5588,-122.319,2,1963,RES3,RM1,3813.63,134258
2174,37.5585,-122.319,2,1963,RES3,C2,1132.41,134258
2175,37.5588,-122.317,1,1906,RES1,W1,1975.98,176566
2176,37.5587,-122.313,1,1949,RES1,W1,1586.65,193430
2177,37.5587,-122.319,2,1962,RES3,S3,4100.33,563565
2178,37.5584,-122.319,2,1962,RES3,W1,2232.51,563565
2179,37.5587,-122.317,1,1926,RES1,W1,1490.3,65709
2180,37.5587,-122.319,1,1923,RES1,W1,2331.58,65243
2181,37.5585,-122.319,1,1923,RES1,W1,720.773,65243
2182,37.5587,-122.315,1,1923,RES3,W1,2973.16,330283
2183,37.5586,-122.317,1,1912,RES1,W1,2123.64,637500
2184,37.5586,-122.312,2,1948,RES1,W1,1399.03,240188
2185,37.5585,-122.32,3,1962,RES3,W1,14181.1,2030500
2186,37.5583,-122.32,3,1962,RES3,W1,5916.37,2030500
2187,37.5586,-122.319,1,1989,RES3,W1,3929.24,513370
2188,37.5585,-122.319,1,1989,RES3,W1,890.373,513370
2189,37.5584,-122.318,1,1989,RES3,RM1,3789.47,513370
2190,37.5583,-122.319,1,1989,RES3,W1,4658.1,513370
2191,37.5585,-122.315,1,1949,RES3,W1,4240.28,373300
2192,37.5585,-122.317,1,1923,RES1,W1,1947.53,125128
2193,37.5585,-122.312,1,1948,RES1,W1,1443.79,314268
2194,37.5585,-122.317,1,1923,RES1,W1,1411.48,194184
2195,37.5585,-122.318,2,1925,RES1,W1,684.456,780000
2196,37.5584,-122.318,2,1925,RES1,W1,2222.2,780000
2197,37.5584,-122.311,1,1946,RES1,W1,1800.43,375003
2198,37.5584,-122.311,1,1946,RES1,W1,875.951,375003
2199,37.5583,-122.311,1,1946,RES1,W1,3551.14,375003
2200,37.5584,-122.317,1,1922,RES1,W1,1610.74,499279
2201,37.5584,-122.315,1,1927,RES1,W1,1248.59,515913
2202,37.5583,-122.315,1,1907,RES1,W1,1973.27,465137
2203,37.5582,-122.317,1,1980,RES1,W1,2615.52,228219
2204,37.5582,-122.311,1,1947,RES1,W1,1609.18,484847
2205,37.5581,-122.311,1,1947,RES1,W1,3994.39,484847
2206,37.5581,-122.319,2,1922,RES1,W1,1500.54,663781
2207,37.5581,-122.316,1,1924,RES1,W1,1871.61,487955
2208,37.5581,-122.318,1,1928,RES1,W1,2140.46,95249
2209,37.558,-122.318,1,1928,RES1,RM1,2311.66,95249
2210,37.558,-122.316,1,1922,RES1,W1,1591.97,455102
2211,37.558,-122.319,2,1907,RES1,W1,1720.48,838582
2212,37.558,-122.317,1,1922,RES1,W1,2603.11,318088
2213,37.5576,-122.334,1,1940,RES1,W1,1959.51,123410
2214,37.5575,-122.334,1,1940,RES1,W1,2272.21,123410
2215,37.5575,-122.336,2,2007,RES1,W1,5470.36,1273247
2216,37.5576,-122.335,1,1961,RES1,W1,4915.14,943088
2217,37.5574,-122.335,1,1957,RES1,W1,4009.5,279411
2218,37.5574,-122.334,2,1937,RES1,W1,2739.61,894733
2219,37.5573,-122.336,1,1947,RES1,W1,3874.58,842695
2220,37.5573,-122.333,1,1928,RES1,W1,2153.15,786688
2221,37.5573,-122.334,2,1941,RES1,W1,2193.13,1093931
2222,37.5572,-122.334,2,1941,RES1,W1,1858.62,1093931
2223,37.5572,-122.335,1,1963,RES1,W1,5596.08,398007
2224,37.5573,-122.333,1,1937,RES1,W1,1089.99,880233
2225,37.5572,-122.334,2,1927,RES1,W1,671.228,206685
2226,37.5571,-122.334,2,1927,RES1,W1,2111.51,206685
2227,37.5571,-122.333,1,1928,RES1,W1,2412.26,854833
2228,37.557,-122.336,1,1964,RES1,W1,6583.49,212326
2229,37.557,-122.334,2,1930,RES1,W1,1669.86,430734
2230,37.557,-122.333,2,1930,RES1,W1,2901.52,430734
2231,37.557,-122.334,1,1953,RES1,W1,3706.87,1254341
2232,37.5568,-122.336,1,1959,RES1,W1,5398.6,859377
2233,37.5569,-122.333,1,1928,RES1,W1,2855.4,839431
2234,37.5568,-122.335,2,2012,RES1,W1,4023.69,1570338
2235,37.5568,-122.335,2,1938,RES1,W1,1601.99,477636
2236,37.5568,-122.333,1,1929,RES1,W1,2912.74,936757
2237,37.5567,-122.333,1,1929,RES1,W1,1702.96,936757
2238,37.5567,-122.334,2,1937,RES1,W1,2497.84,600080
2239,37.5567,-122.335,1,1939,RES1,W1,2312.77,89439
2240,37.5565,-122.334,1,1936,RES1,W1,1693.39,817106
2241,37.5565,-122.335,2,1929,RES1,W1,1724.1,111929
2242,37.5564,-122.337,1,1959,RES1,W1,4859.58,674827
2243,37.5564,-122.335,2,1929,RES1,W1,2094.52,841371
2244,37.5564,-122.334,2,1937,RES1,W1,2302.3,1061039
2245,37.5564,-122.334,1,1935,RES1,W1,1568.17,350830
2246,37.5563,-122.335,2,1929,RES1,W1,951.387,708615
2247,37.5563,-122.335,2,1929,RES1,W1,2155.23,708615
2248,37.5563,-122.334,1,1931,RES1,W1,2016.66,126918
2249,37.5563,-122.335,2,1932,RES1,W1,2044.45,837362
2250,37.5562,-122.334,2,1930,RES1,W1,2405.59,556370
2251,37.5561,-122.333,2,1930,RES1,W1,2347.93,491854
2252,37.5561,-122.337,1,1960,RES1,W1,5095.28,491474
2253,37.5561,-122.335,2,1929,RES1,W1,2063.36,924364
2254,37.5561,-122.335,2,1933,RES1,W1,1437.57,101234
2255,37.5561,-122.333,2,1936,RES1,W1,2583.46,1014228
2256,37.556,-122.334,2,1936,RES1,W1,1679.69,1014228
2257,37.556,-122.335,2,1929,RES1,W1,1620.82,196885
2258,37.556,-122.335,2,1930,RES1,W1,3384.33,971437
2259,37.556,-122.334,1,1942,RES1,W1,2813.78,399504
2260,37.556,-122.336,1,1960,IND2,PC1,1071.33,271879
2261,37.5559,-122.336,1,1949,RES1,W1,4107.87,719099
2262,37.5559,-122.334,1,1932,RES1,W1,3157.98,480987
2263,37.5558,-122.335,2.5,1930,RES1,W1,2598.03,914539
2264,37.5558,-122.337,1,1960,RES1,W1,5233.31,138936
2265,37.5558,-122.335,1,1940,RES1,W1,2567.53,87570
2266,37.5557,-122.334,1,1940,RES1,W1,2942.62,85310
2267,37.5557,-122.333,2,1938,RES1,W1,2426.96,877486
2268,37.5557,-122.336,1,1948,RES1,W1,3772.5,372678
2269,37.5557,-122.335,1,1930,RES1,W1,3177.72,496614
2270,37.5556,-122.335,2,1938,RES1,W1,2280.98,94592
2271,37.5556,-122.333,2,1939,RES1,W1,2802.46,1132430
2272,37.5556,-122.335,1,1941,RES1,W1,2856.65,763286
2273,37.5555,-122.334,2,1929,RES1,W1,3308.09,1315953
2274,37.5555,-122.335,1,1935,RES1,W1,2418.24,126584
2275,37.5555,-122.335,2,1937,RES1,W1,2215.45,781304
2276,37.5555,-122.336,1,1941,RES1,W1,3038.41,165139
2277,37.5554,-122.334,2,1939,RES1,W1,2201.58,350754
2278,37.5553,-122.334,2,1939,RES1,W1,1264.06,350754
2279,37.5554,-122.335,1,1949,RES1,W1,4186.38,153054
2280,37.5553,-122.335,2,1936,RES1,W1,2654.63,1148407
2281,37.5552,-122.333,1,1946,RES1,W1,4093.11,296170
2282,37.5551,-122.333,1,1946,RES1,W1,713.878,296170
2283,37.5552,-122.338,1,1960,RES1,W1,5475.49,342884
2284,37.5552,-122.336,1,1952,RES1,W1,4077.12,852906
2285,37.5552,-122.335,2,1948,RES1,W1,2416.35,104044
2286,37.5552,-122.334,1,1930,RES1,W1,2624.54,133628
2287,37.5553,-122.334,2,1928,RES1,W1,723.263,159946
2288,37.5551,-122.334,2,1928,RES1,W1,3309.93,159946
2289,37.5551,-122.335,2,2009,RES1,W1,2962.46,981368
2290,37.555,-122.338,1,1960,RES1,W1,5605.04,708626
2291,37.555,-122.334,2,1929,RES1,W1,2508.39,712322
2292,37.555,-122.335,1,1933,RES1,W1,3360.42,1222276
2293,37.555,-122.335,2,1949,RES1,W1,3950.3,424780
2294,37.5549,-122.333,1,1948,RES1,W1,3459.12,437818
2295,37.5549,-122.334,2,1933,RES1,W1,2652.11,1294418
2296,37.5548,-122.338,1,1958,RES1,W1,4387.06,541129
2297,37.5548,-122.335,1,1949,RES1,W1,3483.63,470649
2298,37.5548,-122.335,1,1951,RES1,W1,3561.31,89842
2299,37.5547,-122.333,2,1927,RES1,W1,2819.62,298054
2300,37.5547,-122.333,2,1937,RES1,W1,2532.72,678554
2301,37.5546,-122.333,2,1937,RES1,W1,541.796,678554
2302,37.5547,-122.335,1,1949,RES1,W1,3745.07,584200
2303,37.5547,-122.338,1,1960,RES1,W1,4788.77,484578
2304,37.5546,-122.333,1,1955,RES1,W1,3025.87,336834
2305,37.5546,-122.335,1,1946,RES1,W1,3679.19,399948
2306,37.5546,-122.334,2,1940,RES1,W1,1775.01,1004811
2307,37.5544,-122.334,2,1954,RES1,W1,3109.01,604105
2308,37.5544,-122.333,2,1929,RES1,W1,2340.92,943574
2309,37.5544,-122.335,2,1928,RES1,W1,2687.73,1059740
2310,37.5544,-122.335,1,1946,RES1,W1,3587.61,702937
2311,37.5543,-122.333,1,1928,RES1,W1,2675.02,719668
2312,37.5542,-122.335,1,1952,RES1,W1,2681.06,233556
2313,37.5542,-122.334,1,1945,RES1,W1,2380.39,1412500
2314,37.5541,-122.334,1,1947,RES1,W1,2515.1,485942
2315,37.5541,-122.333,2,1926,RES1,W1,1907.98,487457
2316,37.5541,-122.335,2,1954,RES1,W1,2832.61,1094828
2317,37.554,-122.334,1,1938,RES1,W1,2509.15,1046890
2318,37.554,-122.334,1,1949,RES1,W1,2372.17,89052
2319,37.5539,-122.337,1,1980,REL1,W1,5433.32,2909
2320,37.5538,-122.333,1,1950,RES1,W1,3816.99,95045
2321,37.5538,-122.334,1,1939,RES1,W1,2155.94,160843
2322,37.5538,-122.337,2,1938,RES1,W1,1659.13,1057000
2323,37.5537,-122.337,1,1940,RES1,W1,2333.3,686360
2324,37.5536,-122.337,1,1940,RES1,W1,2307.92,686360
2325,37.5537,-122.334,1,1947,RES1,W1,2797.38,796538
2326,37.5537,-122.333,1,1954,RES1,W1,4415.55,763208
2327,37.5535,-122.333,1,1954,RES1,W1,3985.19,763208
2328,37.5537,-122.334,1,1936,RES1,W1,2739.06,843279
2329,37.5537,-122.337,2,1939,RES1,W1,1911.69,312609
2330,37.5536,-122.335,1,1941,RES1,W1,2590.67,413512
2331,37.5536,-122.339,2,1963,RES1,W1,2226.45,430734
2332,37.5536,-122.338,1,1952,RES1,W1,1785.05,869848
2333,37.5536,-122.336,2,1939,RES1,W1,2100,759847
2334,37.5535,-122.337,1,1938,RES1,W1,1660.12,392869
2335,37.5535,-122.336,2,1939,RES1,W1,2316.52,428693
2336,37.5535,-122.335,1,1938,RES1,W1,2251.52,600481
2337,37.5534,-122.336,1,1949,RES1,W1,2753.78,122727
2338,37.5534,-122.337,2,1951,RES1,W1,2161.48,198599
2339,37.5562,-122.333,1,1937,RES1,W1,2408.74,112477
2340,37.5558,-122.333,2,1960,RES1,W1,3599.02,1548256
2341,37.554,-122.333,1,1948,RES1,W1,3804.52,703469
2342,37.5533,-122.338,1,1938,RES1,W1,2272.32,216451
2343,37.5533,-122.336,1,1950,RES1,W1,4039,125520
2344,37.5533,-122.339,1,1965,RES1,W1,4102.72,523394
2345,37.5533,-122.335,1,1947,RES1,W1,3160.36,828427
2346,37.5532,-122.334,1,1947,RES1,W1,3407.03,828427
2347,37.5532,-122.337,1,1951,RES1,W1,3732.77,777403
2348,37.5533,-122.334,1,1950,RES1,W1,3437.87,115478
2349,37.5532,-122.336,1.5,1950,RES1,W1,3053.59,1064939
2350,37.5531,-122.336,1.5,1950,RES1,W1,703.324,1064939
2351,37.5532,-122.333,1,1950,RES1,W1,4190.7,586412
2352,37.5448,-122.344,2,1953,RES1,W1,4529.73,551951
2353,37.5532,-122.338,1,2011,RES1,W1,4166.46,1392935
2354,37.5532,-122.337,1,1950,RES1,W1,3343.34,1192918
2355,37.5531,-122.333,1,1948,RES1,W1,3488.92,557045
2356,37.5531,-122.336,2,1941,RES1,W1,2184.64,811695
2357,37.5531,-122.334,1,1940,RES1,W1,3123.06,848827
2358,37.5531,-122.337,3,1938,RES1,W1,1890.3,1035534
2359,37.5531,-122.337,2,1939,RES1,W1,2267.81,296031
2360,37.553,-122.336,2,1941,RES1,W1,1907.46,456862
2361,37.5531,-122.334,1,1941,RES1,W1,2319.67,649355
2362,37.553,-122.333,1,1941,RES1,W1,3541.67,649355
2363,37.553,-122.334,1,1949,RES1,W1,2815.67,642458
2364,37.553,-122.337,2,1948,RES1,W1,1552.79,352973
2365,37.5529,-122.337,2,1948,RES1,RM1,546.412,352973
2366,37.553,-122.339,1,1941,RES1,W1,1947.66,469635
2367,37.553,-122.336,1,1938,RES1,W1,2479.83,88661
2368,37.5529,-122.338,1,1950,RES1,W1,3675.11,197066
