PGA,PGD_h,PGD_v
0.270003827862252,29.1347429315042,5.64171068968153
0.229996079839755,26.0200700010841,5.07509860589259
0.21362293415545,24.5734581424885,4.84775060774275
0.498074800578415,37.3814579402953,6.52797916377436
0.442867448401123,36.5246807640235,6.42333189687109
0.305343990851546,31.5740409578049,5.9692530720134
0.202985027925835,23.645026463035,4.69755055801271
0.154082889746482,16.1830434193341,3.78315495161849
0.368639355429006,34.7782619347356,6.24013059841152
0.405757601495661,35.7445156263592,6.34180476873778
0.164898296481524,18.3336254999585,4.05750712751413
0.399867056615854,35.6109478156901,6.32565698163509
0.363323900563721,34.5955179793909,6.22421991902338
0.722295575481775,39.8584936629458,6.79168948422329
0.655511775637461,39.3404471265905,6.73765864757714
0.377885635388021,35.0577284960533,6.26868459174374
0.21592172469331,24.7813951429051,4.8807795770377
0.220544575900367,25.2039770506371,4.95180308353949
0.381579547632284,35.1587106248352,6.27757183416866
0.317620416984794,32.3795774264795,6.03386341318748
0.501939278253009,37.4293068357346,6.53423267463746
0.135839402611734,12.5095641230882,3.03848627215213
0.374507809796077,34.9625641716543,6.25869223117554
0.289003958457146,30.4778336991061,5.85961659294313
0.314634447428033,32.1823155409167,6.01840283710976
0.231718176522764,26.1561584188553,5.09840443541432
0.234859787372473,26.4145055966773,5.14086149438639
0.380140165074608,35.1206504284712,6.27407878798432
0.129680933537668,11.4424730825457,2.76143248405971
0.229999876010507,26.0203685538308,5.07514915622499
0.153595802523841,16.0810797815426,3.76704401521538
0.15931362187814,17.2577179908698,3.94369995506285
0.241511030385273,26.9553085770101,5.23094840257808
0.196075948394366,22.9922236531689,4.59846202595221
0.143306255733694,13.8864577734973,3.38777254802958
0.615777107935271,38.9672017426478,6.69135253115473
0.255002311693733,28.0117352822594,5.42573935083286
0.154083273806343,16.1831242282055,3.78316792320948
0.87479981359878,40.6831016571863,6.90846726150565
0.15097673488788,15.4975506397683,3.67010748255883
0.245189308692407,27.2344868366733,5.28260190684427
0.216649188741089,24.8465258786649,4.89156961380394
0.246918171654683,27.3732346944223,5.306789551496
0.331852510763915,33.1691429089569,6.10847559801242
0.244946651223598,27.2159965645482,5.27927497378133
0.200794050916294,23.4512659901882,4.6678231470319
0.138610766773007,12.9993572243861,3.1650799959039
0.188456503405296,22.1677768137247,4.47421401351794
0.400183109178452,35.6183382359573,6.32655457348365
0.3543386153518,34.2666508183552,6.19403994998814
0.232615606631844,26.227591994499,5.11085581606622
0.277803936499303,29.6946236033365,5.74617316834854
0.202964739849102,23.6433164204537,4.69726890424002
0.156933180686294,16.7720378239743,3.88272029410599
0.299622438259207,31.1962431366246,5.93715331726444
0.297857747966294,31.0789355655022,5.92645477639973
0.362246992967445,34.5582357033831,6.22110303467912
0.194186552057291,22.8043224193724,4.56775717496605
0.262148811531232,28.5740959841056,5.53606281035084
0.270361019993758,29.1596684191807,5.64622600841132
0.456006545341452,36.7579424822191,6.44957513098871
0.199623814977645,23.339234289194,4.65249081495409
0.390447375156273,35.3840149231674,6.29998812051017
